gene,GSM7670133,GSM7670134,GSM7670135,GSM7670136,GSM7670137,GSM7670138,GSM7670139,GSM7670140,GSM7670141,GSM7670142,GSM7670143,GSM7670144
ENSG00000143341,0.0005,0.008,0.0005,0.0005,0.0005,0.0005,0.0035,0.0027,0.0004,0.0022,0.0006,0.0005
ENSG00000143344,0.1453,0.1046,0.0432,0.2075,0.1543,0.1561,0.0851,0.0299,0.0218,0.1402,0.0999,0.1706
ENSG00000143353,0.456,0.4409,0.4468,0.3205,0.3326,0.345,0.4893,0.4449,0.4784,0.4021,0.3747,0.2948
ENSG00000143355,0.0023,0.0007,0.0005,0.0016,0.0015,0.0015,0.0007,0.0005,0.0031,0.0022,0.0061,0.0016
ENSG00000143363,0.685,0.5962,0.6473,0.7724,0.812,0.779,0.7176,0.5461,0.6078,0.6836,0.6729,0.6687
ENSG00000143365,0.0861,0.1353,0.1856,0.5987,0.6666,0.0778,0.1059,0.1798,0.1856,0.0607,0.3971,0.5827
ENSG00000143367,0.1003,0.1412,0.1605,0.1922,0.1677,0.09,0.1057,0.1857,0.1545,0.0903,0.1906,0.216
ENSG00000143368,4.4751,4.5474,5.2399,4.5161,4.4414,4.1256,3.84,5.4604,6.0048,4.3953,4.531,5.1196
ENSG00000143369,0.1444,0.147,0.0778,0.0925,0.083,0.0876,0.128,0.1472,0.0957,0.1057,0.0899,0.0899
ENSG00000143373,1.0736,0.8023,0.9494,1.0029,0.9953,1.1019,0.8096,1.027,0.925,1.013,0.9462,1.1404
ENSG00000143374,3.1404,2.7364,2.7487,2.0104,1.8499,2.4139,2.6168,2.2794,2.7644,2.8058,2.901,2.2264
ENSG00000143375,0.0123,0.0168,0.0159,0.0121,0.0128,0.0162,0.0049,0.0127,0.0076,0.0095,0.0207,0.0136
ENSG00000143376,1.4327,1.4969,1.3813,1.6257,1.5932,1.2917,1.3844,1.563,1.3725,1.3747,1.3708,1.5049
ENSG00000143379,2.4774,3.1144,1.8483,2.1942,1.9675,2.4597,3.2869,2.2407,2.0863,2.3015,2.9467,2.0905
ENSG00000143382,0.1533,0.2037,0.0917,0.0904,0.0659,0.1229,0.1753,0.1127,0.0831,0.1556,0.2251,0.1042
ENSG00000143384,32.7726,29.2533,28.4961,27.2668,26.6611,29.2803,29.3987,27.3822,30.0597,35.0628,29.2672,25.7015
ENSG00000143387,0.1426,0.4468,0.0402,0.1197,0.0759,0.1766,0.5751,0.0712,0.0717,0.1323,0.282,0.103
ENSG00000143390,3.9804,5.2597,4.1653,3.5348,3.0709,3.2115,3.5619,3.2489,4.0876,4.4677,5.0802,3.4979
ENSG00000143393,2.9923,2.9341,2.6644,2.8644,2.8058,2.9166,2.9245,2.7493,2.6241,3.0901,3.1008,2.9319
ENSG00000143398,4.6684,5.4136,5.6961,4.3114,4.1558,3.938,3.9979,4.7473,5.6877,4.2779,4.5537,4.5383
ENSG00000143401,9.9985,10.1469,14.6758,14.3796,12.2934,9.8498,8.0031,10.7398,13.7297,10.9354,11.2067,11.9672
ENSG00000143409,0.2761,0.331,0.0557,0.2289,0.2227,0.4987,0.4711,0.1338,0.0744,0.3321,0.2461,0.181
ENSG00000143412,0.0697,0.0812,0.0025,0.0361,0.0586,0.1023,0.0823,0.0223,0.0138,0.065,0.0631,0.0365
ENSG00000143416,0.0041,0.0022,0.0036,0.0019,0.0036,0.0015,0.0021,0.0027,0.0004,0.0037,0.0022,0.0038
ENSG00000143418,5.8527,6.9733,6.982,5.9837,5.5927,5.4336,6.9765,6.3352,6.8402,5.656,6.0741,6.0286
ENSG00000143420,6.6241,6.0321,9.5789,6.5694,6.3804,6.5676,6.2824,7.7449,9.3929,6.6451,6.5363,6.6397
ENSG00000143429,0.0093,0.0318,0.0128,0.0255,0.0234,0.0154,0.0306,0.0142,0.0093,0.0139,0.0187,0.0343
ENSG00000143434,0.0323,0.0212,0.0086,0.0518,0.0555,0.0758,0.0256,0.0125,0.0174,0.0411,0.0229,0.043
ENSG00000143436,2.6827,2.3713,3.7078,2.4344,2.665,2.5176,2.7071,3.0373,3.5705,2.5118,2.496,2.65
ENSG00000143437,3.031,7.1344,1.8075,2.9744,2.6019,3.9467,7.3153,1.8514,1.9236,3.358,5.9926,2.5173
ENSG00000143442,3.1913,3.7167,3.0499,3.7244,3.8226,3.0753,3.2298,3.8018,3.1161,3.2577,3.8572,3.6079
ENSG00000143443,0.0612,0.0491,0.054,0.0681,0.0557,0.0746,0.0897,0.0576,0.0729,0.0463,0.0652,0.0493
ENSG00000143450,0.0203,0.0347,0.0379,0.0495,0.0622,0.0252,0.047,0.0282,0.0277,0.0238,0.0482,0.0424
ENSG00000143457,0.6783,0.646,0.5312,0.8075,0.7542,0.7682,0.7814,0.5577,0.585,0.6824,0.7363,0.6771
ENSG00000143458,1.301,1.3211,1.2301,1.6601,1.5682,1.5704,1.2893,1.3053,1.2617,1.3787,1.3367,1.4913
ENSG00000143469,0.0116,0.0199,0.0097,0.0217,0.0183,0.0184,0.0219,0.0225,0.0068,0.0076,0.013,0.0105
ENSG00000143473,0.0106,0.011,0.0099,0.0091,0.0078,0.0086,0.0126,0.0074,0.0067,0.0117,0.0077,0.0103
ENSG00000143476,1.1795,0.3327,1.0567,2.1031,2.002,1.6505,0.3176,1.149,1.2047,1.476,0.914,1.9612
ENSG00000143479,0.4105,0.4131,0.5129,0.4302,0.4334,0.298,0.3052,0.408,0.4401,0.2883,0.4796,0.4321
ENSG00000143486,3.3288,4.27,3.627,2.791,2.8192,3.0586,4.4502,3.4533,3.6743,3.2722,3.7127,2.8186
ENSG00000143493,1.4103,1.0609,1.5221,1.7861,1.7457,1.4548,0.9802,1.251,1.3695,1.4951,1.1506,1.7269
ENSG00000143494,0.0196,0.0213,0.0209,0.0242,0.0384,0.0172,0.0245,0.0226,0.021,0.0254,0.0232,0.0216
ENSG00000143498,0.6388,0.7071,1.0812,0.7109,0.6661,0.5565,0.5463,0.7618,0.9839,0.5669,0.7225,0.679
ENSG00000143499,0.764,0.7626,0.9368,0.8997,1.0028,1.0046,1.0096,0.9165,0.8745,0.8364,0.7566,0.8365
ENSG00000143502,0.015,0.0168,0.0097,0.0131,0.0168,0.0279,0.0159,0.0114,0.0147,0.019,0.0106,0.018
ENSG00000143507,0.7266,1.409,0.9398,0.7575,0.4792,0.4389,0.7287,0.5362,0.9617,0.7816,1.3261,0.8866
ENSG00000143512,0.0087,0.0095,0.0066,0.0068,0.0087,0.0024,0.0131,0.0147,0.0085,0.0031,0.0039,0.0136
ENSG00000143514,2.2759,2.9573,2.6744,2.23,1.87,1.6919,1.811,1.6812,2.5805,2.1762,2.6747,2.1664
ENSG00000143515,3.4548,3.1881,2.6466,3.1073,3.6198,5.4516,3.8804,3.0945,2.6254,3.773,3.6142,3.0532
ENSG00000143520,0.0023,0.0081,0.0016,0.009,0.0026,0.0025,0.0007,0.0017,0.0022,0.0032,0.0085,0.0038
ENSG00000143537,3.324,2.4632,3.8456,2.0351,2.2408,2.5603,2.4564,4.2629,3.5604,2.859,1.9268,2.7962
ENSG00000143543,6.6555,4.8242,8.6202,4.9875,5.41,5.1092,5.2949,7.1531,8.3211,6.1278,4.4327,5.9593
ENSG00000143545,0.0408,0.048,0.0321,0.0349,0.0524,0.0445,0.0379,0.0413,0.0405,0.0405,0.057,0.0389
ENSG00000143549,22.8928,23.5965,26.0978,22.1528,22.8101,25.557,24.5938,27.2464,27.7603,23.3966,23.4723,21.4358
ENSG00000143552,0.0059,0.0139,0.0046,0.011,0.0056,0.0073,0.0076,0.0071,0.0067,0.0102,0.005,0.0114
ENSG00000143553,0.9553,0.6925,0.9754,0.8453,0.906,0.8617,0.8048,0.8926,1.0472,1.0169,0.7063,0.9574
ENSG00000143554,0.0807,0.0489,0.0483,0.0859,0.0889,0.0881,0.0733,0.0859,0.0625,0.0929,0.0652,0.0739
ENSG00000143569,10.8759,12.5684,10.1689,10.5267,10.0543,10.5006,10.7403,12.9171,11.3327,10.156,12.0742,10.9949
ENSG00000143570,1.5519,1.6368,1.7452,1.5744,1.309,1.2448,1.2146,1.1117,1.7343,1.622,1.6578,1.6089
ENSG00000143575,2.661,2.595,3.8259,2.7126,2.7822,3.0011,2.9902,3.1852,3.6942,2.5729,2.6371,2.6718
ENSG00000143578,0.0882,0.109,0.0658,0.1311,0.153,0.1076,0.0771,0.08,0.0895,0.12,0.0892,0.1272
ENSG00000143590,0.0499,0.0183,0.0464,0.0308,0.0376,0.0552,0.0535,0.0657,0.0502,0.0538,0.0296,0.0289
ENSG00000143603,0.0444,0.0256,0.0313,0.011,0.0229,0.0257,0.0076,0.0343,0.0379,0.0267,0.0176,0.0226
ENSG00000143612,6.1191,5.997,7.1484,5.2523,5.1471,5.3249,5.935,5.9889,6.985,5.6712,5.9791,5.4331
ENSG00000143614,2.1838,2.0631,2.3807,2.4462,2.3735,2.1615,1.7098,2.8335,1.6583,2.0603,2.3545,2.1407
ENSG00000143621,15.542,14.8998,23.4529,14.1998,14.7695,13.9054,13.7454,19.2796,23.8133,14.45,13.8522,15.0188
ENSG00000143622,0.6984,0.9071,0.6416,0.919,0.8302,0.702,1.0098,0.7938,0.7252,0.7212,0.9364,0.7726
ENSG00000143624,1.2269,1.7498,0.8824,1.5078,1.1809,2.1688,2.0488,1.733,1.2851,1.7396,1.8495,1.9664
ENSG00000143630,0.0312,0.008,0.0286,0.0228,0.07,0.0634,0.0411,0.0336,0.0107,0.0501,0.0334,0.0546
ENSG00000143631,0.0005,0.0007,0.0005,0.0058,0.0138,0.0005,0.0007,0.0016,0.0004,0.0075,0.0006,0.0016
ENSG00000143632,0.0014,0.0007,0.0005,0.0047,0.0107,0.0024,0.0048,0.0038,0.0022,0.0049,0.0028,0.0049
ENSG00000143633,1.0679,1.0809,1.5893,1.1723,1.1891,1.0643,1.0124,1.2746,1.5741,1.1049,1.1069,1.2105
ENSG00000143641,4.6699,3.4608,4.477,3.7393,4.0505,4.5297,3.2061,4.2217,4.1232,4.2393,4.0084,4.0853
ENSG00000143643,1.205,1.8419,1.2275,1.435,1.4102,1.6104,2.0228,1.4837,1.3667,1.3433,1.7873,1.2506
ENSG00000143653,0.4624,0.2932,0.5037,0.5149,0.574,0.5299,0.3079,0.5286,0.5906,0.5454,0.3724,0.4921
ENSG00000143669,11.8065,13.8369,12.5742,9.1757,8.0301,8.0225,10.6517,13.4779,11.5712,11.6732,11.5813,10.1044
ENSG00000143674,0.0569,0.1323,0.1164,0.0559,0.0504,0.07,0.1308,0.1211,0.0975,0.0615,0.1513,0.0638
ENSG00000143702,1.3165,1.5111,1.0819,0.917,1.0636,1.4125,0.9545,1.7314,1.2922,0.8887,1.6385,1.0773
ENSG00000143727,4.5504,4.3632,5.866,3.9592,3.6989,3.5498,3.9991,4.8016,5.6613,4.1871,4.2212,4.0148
ENSG00000143740,1.0545,0.6784,0.9967,0.8501,0.9507,0.9395,0.7506,1.0461,1.0287,0.9934,0.7544,0.9991
ENSG00000143742,8.5507,6.805,10.1285,8.916,8.4248,8.0559,6.9858,7.491,9.905,9.0846,6.7711,8.1035
ENSG00000143748,1.609,1.6881,1.8498,1.6369,1.7,1.7098,1.678,1.9499,1.8845,1.6868,1.6563,1.6308
ENSG00000143751,2.3912,2.8021,3.4833,2.2064,1.9784,1.93,2.222,2.5524,3.0056,2.0976,2.5914,2.2555
ENSG00000143753,2.8326,3.1092,3.5667,3.0118,2.8819,2.7924,3.1781,2.8876,3.4918,2.8928,3.2137,2.9523
ENSG00000143756,1.9403,1.9764,2.0459,1.825,1.8431,1.6447,1.7972,1.7748,1.8812,1.8246,1.861,1.7618
ENSG00000143761,13.6349,12.4459,16.7923,12.0293,11.3492,11.4274,11.4078,13.0378,15.533,11.8518,12.0297,13.5278
ENSG00000143771,1.3584,1.1553,1.3454,1.1595,1.2503,1.2675,1.3169,1.1113,1.3708,1.3331,1.1708,1.1111
ENSG00000143772,4.2636,3.9492,2.4829,3.7676,4.7949,5.6086,5.3244,4.4993,2.826,4.9326,4.7012,3.8611
ENSG00000143774,5.799,5.1221,6.6703,4.4628,4.6278,5.3127,5.2946,6.1731,6.2496,5.0703,4.3412,5.6209
ENSG00000143776,0.0305,0.0124,0.0086,0.0037,0.0127,0.0533,0.0062,0.0147,0.0067,0.0376,0.0073,0.0125
ENSG00000143786,0.0608,0.1031,0.0851,0.0393,0.0985,0.0907,0.1488,0.124,0.1236,0.0731,0.1212,0.0705
ENSG00000143793,1.0421,0.6487,1.071,0.929,1.0385,0.9442,0.654,1.0492,1.1168,0.8791,0.7555,1.1798
ENSG00000143797,0.0344,0.0406,0.0364,0.1055,0.0956,0.046,0.0353,0.0553,0.0384,0.0485,0.0537,0.071
ENSG00000143799,9.9402,9.0735,11.6068,10.3031,9.9823,10.392,8.8003,11.6829,12.0875,10.0171,9.7014,10.5296
ENSG00000143801,0.3511,0.3897,0.3138,0.1554,0.1645,0.2219,0.355,0.3486,0.2724,0.2891,0.2876,0.2089
ENSG00000143811,4.7962,4.0684,5.2242,4.3261,4.4061,4.6971,4.3082,4.9948,5.1887,5.1147,4.1036,4.9134
ENSG00000143815,7.4855,7.1051,8.5499,9.7051,9.6523,8.7508,7.5838,8.5026,8.6528,8.6451,8.3658,8.3946
ENSG00000143816,0.0114,0.0095,0.0076,0.0257,0.028,0.0064,0.0215,0.0256,0.0112,0.0093,0.0106,0.0136
ENSG00000143819,0.1262,0.1309,0.0198,0.1197,0.135,0.2099,0.2047,0.0266,0.0271,0.1651,0.0854,0.0877
ENSG00000143842,0.0276,0.0539,0.0253,0.0228,0.0416,0.0198,0.0434,0.0335,0.025,0.0365,0.0311,0.0384
ENSG00000143845,0.0372,0.0612,0.0961,0.0789,0.1146,0.0585,0.0408,0.0864,0.1001,0.0483,0.0463,0.0866
ENSG00000143847,0.1809,0.0431,0.1723,0.0664,0.0789,0.1541,0.045,0.2309,0.1722,0.1836,0.0385,0.0877
ENSG00000143850,0.0624,0.0417,0.0971,0.0643,0.0932,0.0455,0.0657,0.1418,0.0877,0.0624,0.1256,0.0801
ENSG00000143851,36.6337,40.9359,39.2252,34.3525,38.2118,30.6073,39.9562,45.4679,38.4531,29.728,33.631,36.9683
ENSG00000143858,0.0061,0.0144,0.0026,0.0049,0.0076,0.013,0.0196,0.0084,0.0025,0.0094,0.0065,0.02
ENSG00000143862,0.8187,1.0405,0.9429,0.6968,0.6738,0.8412,1.0844,0.8948,0.9875,0.6285,0.8571,0.7297
ENSG00000143867,0.0005,0.0024,0.0015,0.0057,0.0061,0.0015,0.0022,0.0033,0.0018,0.0004,0.0041,0.0018
ENSG00000143869,0.0114,0.0197,0.0046,0.0183,0.0138,0.0113,0.0256,0.019,0.0138,0.0208,0.024,0.0169
ENSG00000143870,13.9998,12.7127,19.6969,8.6179,9.0653,11.5852,11.7521,15.3312,20.2727,13.266,12.8646,9.9004
ENSG00000143878,0.1672,0.0885,0.1571,0.0936,0.1431,0.1698,0.1017,0.1733,0.1553,0.1022,0.1189,0.115
ENSG00000143882,0.1685,0.2062,0.2524,0.0997,0.1322,0.1275,0.2044,0.2876,0.2896,0.2122,0.1942,0.1579
ENSG00000143889,2.5243,2.1958,2.053,3.0639,2.9411,2.3816,2.4089,1.7151,1.7049,2.2651,2.4473,2.5377
ENSG00000143891,0.6959,0.8065,0.2757,1.1061,1.0671,0.9631,1.1596,0.3536,0.2274,0.6238,0.8957,0.9682
ENSG00000143919,0.1672,0.1539,0.1866,0.1553,0.1391,0.209,0.1585,0.1212,0.1928,0.2163,0.1625,0.1619
ENSG00000143921,0.0413,0.1086,0.0433,0.0647,0.0533,0.0471,0.1099,0.0597,0.0395,0.0433,0.0973,0.0333
ENSG00000143924,5.4728,7.5073,5.3762,7.613,6.6262,5.5006,6.1638,5.5397,5.5785,5.9735,7.813,6.8645
ENSG00000143933,19.551,16.6007,30.0278,19.6889,18.9701,17.3193,16.658,23.1146,29.5144,19.1784,15.9659,18.4709
ENSG00000143942,1.051,0.767,1.7338,1.0157,0.8479,0.7521,0.6456,1.1794,1.5616,0.8983,0.8515,1.0904
ENSG00000143947,58.7029,51.9733,84.1734,43.6453,45.3798,47.9213,56.3759,63.3112,87.7102,57.9044,46.6332,44.4576
ENSG00000143951,0.3192,0.5376,0.3334,0.4489,0.4633,0.3416,0.4715,0.4158,0.3262,0.375,0.4157,0.3541
ENSG00000143952,2.0275,2.1013,2.2862,1.7237,1.6253,1.9337,2.1612,2.2221,2.1489,2.0794,1.9176,1.6192
ENSG00000143970,5.1011,5.4,3.6714,4.1063,4.1531,5.2814,5.2032,4.0576,3.1798,5.1861,5.3809,3.863
ENSG00000143971,0.631,0.8138,0.6247,0.7773,0.7206,0.7541,0.7411,0.5992,0.6012,0.6869,0.7733,0.6174
ENSG00000143977,4.4367,3.8994,7.2982,4.0954,4.0114,4.3961,3.837,5.2754,7.9371,4.3189,4.0775,3.8803
ENSG00000143994,0.0344,0.0404,0.0203,0.0283,0.0329,0.0315,0.0466,0.0455,0.0214,0.0349,0.0362,0.0338
ENSG00000143995,0.0014,0.0066,0.0015,0.0005,0.0097,0.0015,0.0021,0.0005,0.0004,0.0013,0.005,0.0038
ENSG00000144021,5.4476,5.6911,6.4923,4.9301,5.0588,4.9003,5.4423,6.6347,6.1871,5.2626,5.6835,5.2504
ENSG00000144026,0.7125,1.7153,0.6843,0.9614,0.895,0.879,1.816,1.0081,0.7455,0.7887,1.3856,0.7991
ENSG00000144028,15.753,15.6252,13.4813,15.5925,15.1653,14.7464,14.1352,16.7928,14.1202,15.4628,15.4547,16.394
ENSG00000144029,3.8731,4.4394,4.3665,3.4113,3.2915,3.7356,3.8736,4.2765,4.3619,3.586,4.3056,3.4806
ENSG00000144031,0.0077,0.0051,0.0036,0.0058,0.0138,0.0054,0.0048,0.0103,0.0138,0.004,0.0084,0.006
ENSG00000144034,1.1057,0.9417,1.5635,1.2965,1.3031,1.1584,0.8942,1.1742,1.8053,1.129,0.9669,1.175
ENSG00000144036,0.3731,0.5915,0.2973,0.5369,0.523,0.4967,0.4796,0.3721,0.3769,0.3499,0.4785,0.4735
ENSG00000144040,0.251,0.29,0.1615,0.3127,0.3336,0.303,0.2646,0.192,0.1764,0.2827,0.2763,0.3234
ENSG00000144043,6.3732,6.1724,7.38,6.2675,6.3268,5.2278,5.5533,7.641,7.246,5.8704,5.9219,6.556
ENSG00000144045,0.0096,0.0095,0.0046,0.0089,0.0148,0.0103,0.0104,0.0114,0.0129,0.0093,0.0061,0.0093
ENSG00000144048,1.8883,1.97,2.4738,1.7691,1.7828,1.5733,1.9068,2.1321,2.4892,1.7809,1.9168,1.8664
ENSG00000144057,0.0098,0.0097,0.0036,0.0147,0.0056,0.0153,0.0119,0.0084,0.0087,0.0174,0.013,0.0165
ENSG00000144061,0.0285,0.039,0.0222,0.0275,0.0261,0.0195,0.0312,0.0269,0.0147,0.0225,0.0241,0.0181
ENSG00000144063,0.017,0.029,0.0146,0.026,0.0185,0.0192,0.0168,0.0217,0.0153,0.0201,0.0291,0.0255
ENSG00000144115,0.0207,0.0288,0.0225,0.0395,0.0385,0.0182,0.0506,0.038,0.0171,0.0297,0.0456,0.0394
ENSG00000144118,1.4328,2.1666,0.8036,2.4418,1.7514,1.7934,2.1556,0.5949,0.8335,1.5742,2.3814,1.8402
ENSG00000144120,0.4296,0.4073,0.6318,0.3654,0.4151,0.3567,0.373,0.5188,0.5291,0.3959,0.378,0.4877
ENSG00000144130,0.0005,0.0007,0.0005,0.0029,0.0063,0.0015,0.0021,0.0031,0.0004,0.0013,0.0006,0.0029
ENSG00000144134,1.0144,1.3702,0.6388,0.6815,0.6583,0.9488,1.1765,0.9774,0.6573,1.0121,1.1886,0.6981
ENSG00000144136,4.8305,4.7755,5.7604,5.2543,5.2766,4.8938,4.2759,6.1503,6.4125,4.6421,4.5154,5.258
ENSG00000144152,1.9469,1.9503,3.5902,1.9642,2.106,2.093,2.5572,4.1635,3.6008,1.9326,3.0908,2.0541
ENSG00000144161,2.4493,3.3908,2.996,2.7636,2.8769,2.5204,3.334,3.3312,3.0732,2.5098,3.4688,2.5039
ENSG00000144182,0.1436,0.2056,0.1314,0.1416,0.1039,0.1989,0.2693,0.1251,0.1486,0.1791,0.1859,0.1475
ENSG00000144199,0.409,0.4921,0.3252,0.3578,0.331,0.4141,0.5029,0.2711,0.3084,0.3828,0.496,0.3505
ENSG00000144214,0.0342,0.0446,0.03,0.0382,0.0127,0.0396,0.0464,0.0353,0.036,0.0358,0.0441,0.0332
ENSG00000144218,0.5781,0.4165,0.4727,0.6382,0.5486,0.5406,0.3877,0.4788,0.4673,0.639,0.3119,0.552
ENSG00000144224,7.7458,9.0023,7.9156,8.4795,7.9961,7.7538,9.0439,7.6245,7.8118,7.8754,8.7477,7.4545
ENSG00000144228,1.1704,1.1999,1.3546,1.0115,0.9131,0.9469,1.0456,0.9958,1.1709,1.054,1.0759,1.0032
ENSG00000144231,4.034,3.699,5.3057,3.7129,3.5265,3.0494,3.0831,4.6481,5.2889,3.7146,3.3108,3.9993
ENSG00000144233,2.9754,3.9156,3.6754,3.0645,2.8932,2.3679,3.2144,3.4872,3.7076,2.6888,3.363,2.9573
ENSG00000144278,0.0014,0.0183,0.0066,0.0005,0.0066,0.0005,0.0339,0.0081,0.004,0.0022,0.0274,0.0027
ENSG00000144283,1.0492,0.6983,1.2387,1.3639,1.2197,1.0927,0.5003,1.0556,1.1557,1.1832,0.9308,1.3204
ENSG00000144285,0.0135,0.0217,0.0088,0.012,0.0139,0.0045,0.0204,0.017,0.0094,0.0085,0.0085,0.0094
ENSG00000144290,0.0241,0.0402,0.0707,0.0235,0.0188,0.0161,0.0533,0.0516,0.0583,0.0181,0.0352,0.0311
ENSG00000144306,0.4024,0.4046,0.3515,0.4222,0.4385,0.4556,0.5119,0.3108,0.3148,0.4087,0.4671,0.3445
ENSG00000144320,0.7917,0.676,0.622,1.2791,1.1887,1.0439,0.7535,0.6232,0.6065,0.9909,0.7421,0.9861
ENSG00000144331,0.0032,0.0037,0.0005,0.0026,0.0036,0.0034,0.009,0.006,0.0004,0.0084,0.0061,0.0049
ENSG00000144354,4.0095,2.0101,3.7923,3.8773,3.8954,4.3448,1.9577,3.6133,3.7939,4.4572,2.4071,4.0722
ENSG00000144357,1.0765,1.2935,1.0527,1.3566,1.2971,1.2679,1.2477,1.1088,0.8638,1.0664,1.0815,1.1569
ENSG00000144362,0.0908,0.0997,0.1061,0.1162,0.0795,0.0835,0.0833,0.1337,0.115,0.0827,0.0928,0.0901
ENSG00000144366,0.0041,0.0066,0.0046,0.0058,0.0057,0.0054,0.0062,0.0005,0.0058,0.0049,0.0108,0.006
ENSG00000144369,0.0096,0.0066,0.0158,0.011,0.0066,0.0132,0.0021,0.0103,0.0067,0.0084,0.0017,0.0082
ENSG00000144381,40.1806,36.795,57.7044,33.8766,32.9995,32.2477,30.434,45.8188,57.8796,36.8152,35.3865,36.1162
ENSG00000144395,0.1449,0.0733,0.138,0.3236,0.3327,0.1919,0.0556,0.081,0.1078,0.1835,0.1465,0.2199
ENSG00000144401,1.4451,1.7146,1.6081,1.1973,1.1992,1.2355,1.563,1.6496,1.6879,1.3505,1.5917,1.3773
ENSG00000144406,0.1542,0.2281,0.1105,0.2023,0.1982,0.1922,0.2286,0.1404,0.1098,0.1555,0.2229,0.1534
ENSG00000144407,0.0098,0.0179,0.0042,0.0035,0.0036,0.0065,0.0146,0.011,0.0062,0.0072,0.0058,0.0127
ENSG00000144410,0.0014,0.0051,0.0005,0.0005,0.0005,0.0005,0.0021,0.0005,0.0004,0.0004,0.0006,0.0005
ENSG00000144426,0.2404,0.3776,0.1578,0.4905,0.4212,0.2764,0.3204,0.2124,0.1133,0.2447,0.2836,0.2754
ENSG00000144445,0.4521,0.7409,0.4346,0.4365,0.4765,0.4671,0.5677,0.455,0.4111,0.5004,0.479,0.4468
ENSG00000144451,0.1809,0.1514,0.1916,0.3142,0.2358,0.2336,0.2374,0.1788,0.2034,0.2148,0.2342,0.2044
ENSG00000144452,0.0032,0.0007,0.0025,0.0099,0.0025,0.0024,0.0007,0.0016,0.0049,0.004,0.0006,0.0049
ENSG00000144455,0.459,0.4625,0.4252,0.3568,0.3637,0.491,0.4904,0.4136,0.4367,0.4553,0.5236,0.3585
ENSG00000144460,0.0023,0.0183,0.0036,0.0068,0.0097,0.0084,0.0105,0.006,0.0022,0.0013,0.0096,0.0038
ENSG00000144468,0.7865,0.9528,0.7154,0.8087,0.8602,0.8506,0.9773,0.712,0.7641,0.8218,0.8437,0.8321
ENSG00000144476,0.0269,0.0314,0.0249,0.0361,0.0463,0.0661,0.0533,0.0081,0.0209,0.0358,0.0274,0.0529
ENSG00000144481,0.0082,0.0154,0.0092,0.0161,0.0286,0.0107,0.0193,0.0082,0.0035,0.0177,0.0234,0.014
ENSG00000144485,0.4879,0.3488,0.5413,0.2567,0.2918,0.3597,0.564,0.4732,0.4802,0.3658,0.3032,0.3308
ENSG00000144488,0.0023,0.0022,0.0107,0.0016,0.0076,0.0034,0.0021,0.0212,0.0129,0.0066,0.005,0.0049
ENSG00000144504,0.9272,1.0267,1.0357,1.0367,1.1494,0.9479,1.1393,1.0855,1.0915,0.9217,0.96,1.0633
ENSG00000144524,2.6172,2.1519,3.3695,2.374,2.5695,2.3127,2.0447,2.9803,3.2068,2.6116,2.2089,2.7842
ENSG00000144535,0.8777,0.9891,0.747,0.819,0.8482,0.8687,0.9616,0.937,0.7482,0.8647,1.0761,0.8435
ENSG00000144550,0.0041,0.0037,0.0025,0.0068,0.0066,0.0024,0.0076,0.0038,0.0013,0.004,0.005,0.0093
ENSG00000144554,2.169,1.1792,1.5797,4.2401,4.1991,2.4884,1.1795,2.4963,1.9919,2.5392,1.5487,3.7422
ENSG00000144559,0.7335,0.7157,0.62,0.4981,0.5694,0.6357,0.7594,0.5591,0.6908,0.8216,0.6177,0.4867
ENSG00000144560,2.8321,2.8735,2.8519,2.4742,2.4021,2.3866,2.6283,3.0085,2.8306,2.5325,2.7886,2.3278
ENSG00000144566,2.0469,2.9182,2.3864,2.3341,1.9857,1.8512,2.5251,1.8335,2.3013,1.9926,3.1084,2.0887
ENSG00000144567,2.4403,2.0526,2.188,2.1257,2.2314,2.8538,2.6357,2.4617,2.1603,2.6149,2.122,2.1255
ENSG00000144579,2.9098,3.1552,3.0147,3.0033,3.3281,3.4366,3.5507,3.4677,3.1557,2.9091,2.8135,3.2004
ENSG00000144580,5.6604,5.0345,7.0922,5.7161,5.2794,4.8337,4.4327,5.4783,6.6914,5.6275,5.6935,5.9208
ENSG00000144589,1.656,1.4163,1.4573,1.4559,1.5844,1.445,1.3598,1.7911,1.6035,1.4734,1.2055,1.7465
ENSG00000144591,1.159,1.182,1.0245,1.0543,1.0775,1.0357,1.3539,1.1174,1.05,1.0955,1.282,1.1795
ENSG00000144597,2.6648,3.1208,3.3771,2.7647,2.2738,2.2465,2.4694,2.6947,3.3206,2.4008,2.9782,2.6545
ENSG00000144619,0.0014,0.0081,0.0015,0.0059,0.0036,0.0025,0.0035,0.0038,0.0022,0.0022,0.0051,0.0039
ENSG00000144635,1.5248,1.701,1.802,1.6933,1.6363,1.544,1.5469,1.5607,1.8191,1.4637,1.3977,1.5385
ENSG00000144642,0.0276,0.05,0.06,0.0384,0.0073,0.0461,0.0516,0.0403,0.0382,0.04,0.0519,0.0361
ENSG00000144644,0.0578,0.0837,0.0431,0.0797,0.0718,0.083,0.0967,0.0668,0.0549,0.0596,0.0752,0.0568
ENSG00000144645,0.025,0.0802,0.022,0.0426,0.0461,0.0224,0.0784,0.0249,0.0207,0.023,0.0874,0.039
ENSG00000144647,0.3886,0.283,0.4834,0.3205,0.3967,0.4027,0.2595,0.5188,0.4998,0.372,0.349,0.4441
