gene,GSM7670133,GSM7670134,GSM7670135,GSM7670136,GSM7670137,GSM7670138,GSM7670139,GSM7670140,GSM7670141,GSM7670142,GSM7670143,GSM7670144
ENSG00000081052,0.0123,0.0197,0.0036,0.0068,0.0168,0.0103,0.0035,0.0038,0.004,0.0022,0.0095,0.0104
ENSG00000081059,11.0496,7.5497,11.8152,12.741,19.255,16.9676,11.7471,25.7667,16.7818,15.3745,10.343,12.9382
ENSG00000081087,1.029,1.2981,1.0323,0.8883,0.8994,1.0982,1.3035,0.8796,1.0118,0.9415,1.2366,0.7895
ENSG00000081138,0.0042,0.0191,0.011,0.011,0.0124,0.0045,0.0108,0.0164,0.005,0.005,0.0143,0.0085
ENSG00000081148,0.0082,0.0438,0.0036,0.0349,0.0393,0.025,0.0436,0.0303,0.0094,0.0129,0.0285,0.0281
ENSG00000081154,5.1776,5.2376,6.7668,5.9757,5.8541,5.0494,5.5119,6.0558,7.2358,5.3507,5.3608,5.4389
ENSG00000081177,0.1663,0.1835,0.1611,0.2514,0.2175,0.1933,0.213,0.1646,0.1571,0.2151,0.1742,0.2174
ENSG00000081181,0.0487,0.04,0.0864,0.0977,0.1512,0.0674,0.0615,0.0773,0.0714,0.0557,0.063,0.0468
ENSG00000081189,0.0143,0.0197,0.0117,0.0193,0.025,0.0142,0.0367,0.0244,0.0049,0.0102,0.0251,0.0191
ENSG00000081237,56.1796,87.0519,80.0053,56.721,50.6336,56.5031,82.1185,68.6584,76.5953,57.4984,73.5644,50.1324
ENSG00000081307,4.4437,4.191,5.1893,4.2562,4.9235,4.7258,4.1582,5.8659,5.7983,4.7862,4.4065,4.0754
ENSG00000081320,16.3346,25.2271,17.6909,15.2254,14.53,18.0351,27.4627,13.756,17.0764,15.7457,24.9162,12.4672
ENSG00000081377,0.0176,0.0387,0.0159,0.0271,0.0233,0.0235,0.0202,0.0171,0.0256,0.0183,0.0221,0.033
ENSG00000081386,0.6957,0.6895,0.764,0.6341,0.7634,0.7599,0.6484,0.7502,0.6404,0.7241,0.7722,0.6545
ENSG00000081479,0.046,0.0519,0.0188,0.0319,0.024,0.0299,0.0548,0.0495,0.0209,0.0279,0.0441,0.0354
ENSG00000081665,0.7423,0.906,0.7412,0.9055,0.9313,0.7963,0.817,0.9085,0.882,0.8104,0.9439,0.7762
ENSG00000081692,1.8761,1.2451,2.3492,1.168,1.3276,1.3714,1.381,1.8426,2.0868,1.583,1.2667,1.5865
ENSG00000081721,1.1111,1.0142,1.5325,1.0136,1.0761,0.9439,0.9737,1.2045,1.4797,1.0841,1.029,1.0949
ENSG00000081760,0.8803,1.0892,0.9986,0.816,0.8442,0.8087,1.0531,1.1439,0.9011,0.7883,0.9635,0.8556
ENSG00000081791,2.9189,3.2546,2.8734,2.8506,2.9675,2.9228,3.1881,3.6296,2.9866,2.8375,2.7733,2.7524
ENSG00000081800,0.0005,0.0054,0.0016,0.0005,0.0005,0.0005,0.0021,0.0028,0.0013,0.0031,0.0006,0.0016
ENSG00000081853,0.0005,0.0007,0.0005,0.0047,0.0005,0.0005,0.0007,0.0005,0.0004,0.0004,0.0017,0.0005
ENSG00000081870,0.9849,0.8434,1.2976,1.4229,1.4297,1.2931,0.8588,1.0576,1.3082,1.1186,0.9231,1.2038
ENSG00000081913,0.44,0.3052,0.3123,0.3249,0.361,0.3481,0.246,0.3539,0.3278,0.3567,0.3686,0.4366
ENSG00000081923,0.0709,0.0958,0.076,0.0836,0.0908,0.075,0.1297,0.0996,0.0718,0.0896,0.1268,0.0792
ENSG00000081985,5.7026,7.8452,10.221,5.0915,5.071,3.6808,6.7701,9.3307,8.2348,4.6616,6.5519,6.6954
ENSG00000082014,0.1563,0.1294,0.1337,0.1417,0.136,0.1913,0.2332,0.1907,0.1242,0.18,0.1245,0.1335
ENSG00000082068,0.9726,1.1034,0.997,0.9823,0.9437,1.0149,1.1393,0.9127,1.0029,0.9345,0.9247,0.867
ENSG00000082074,7.3352,10.6749,2.8296,6.7337,6.5416,8.3818,10.7324,3.258,2.9029,7.7923,9.65,5.2188
ENSG00000082126,0.015,0.0126,0.0097,0.009,0.0141,0.0074,0.0147,0.0192,0.0067,0.0049,0.0119,0.0083
ENSG00000082146,0.9921,1.0806,0.8009,0.6888,0.8017,1.1001,1.7153,0.903,0.8257,1.0698,0.878,0.6073
ENSG00000082153,25.3251,25.9773,40.8148,23.635,23.859,19.6138,23.146,32.4111,40.1436,24.0937,23.3804,23.7688
ENSG00000082196,0.0253,0.0286,0.0152,0.0587,0.0516,0.0467,0.0426,0.034,0.014,0.0285,0.0394,0.0381
ENSG00000082212,7.3011,6.4039,7.3391,5.7917,5.3597,5.596,5.2876,5.9437,7.0844,6.4234,5.8608,5.8994
ENSG00000082213,1.353,1.3812,1.5613,1.3048,1.2223,1.2865,1.4766,1.3197,1.5899,1.37,1.4655,1.257
ENSG00000082258,4.0888,5.1221,4.4968,4.1147,4.0717,3.5159,4.5195,4.627,4.3235,3.7327,4.4194,3.8913
ENSG00000082269,0.3265,0.3284,0.3836,0.4155,0.3474,0.3422,0.2913,0.3089,0.3408,0.3413,0.3093,0.3883
ENSG00000082293,0.0096,0.0355,0.0125,0.0152,0.0068,0.0199,0.0176,0.0126,0.0128,0.0126,0.0106,0.0147
ENSG00000082397,0.0879,0.2216,0.1286,0.1909,0.1991,0.1228,0.2028,0.1255,0.1108,0.0845,0.2116,0.1902
ENSG00000082438,0.01,0.0081,0.0056,0.0121,0.0159,0.0134,0.012,0.0104,0.0076,0.0183,0.0095,0.0073
ENSG00000082458,0.3758,0.2186,0.2953,0.3717,0.2969,0.3949,0.2235,0.2178,0.2826,0.4118,0.2675,0.4049
ENSG00000082512,5.7061,5.3176,3.973,4.5542,5.8815,6.0894,6.4192,6.0717,4.7287,5.0465,5.2876,4.554
ENSG00000082515,0.8439,0.7003,1.0633,0.8273,0.8376,0.788,0.7101,0.8069,1.1364,0.8155,0.8067,0.8049
ENSG00000082516,5.2687,6.2628,7.2446,5.0107,4.9395,3.9944,4.9195,7.6682,7.5491,4.7244,5.3071,5.2111
ENSG00000082556,0.006,0.0066,0.0025,0.008,0.0107,0.0015,0.0065,0.0039,0.0022,0.0013,0.0051,0.0016
ENSG00000082641,4.4551,4.9642,5.0936,4.3583,4.201,4.473,4.5486,4.9193,4.8495,4.2387,4.7309,4.748
ENSG00000082684,0.0032,0.0007,0.0037,0.007,0.0057,0.0067,0.0122,0.0049,0.0004,0.0049,0.0086,0.0044
ENSG00000082701,1.6451,1.6156,1.3851,2.0626,1.8757,1.8398,1.6811,1.3802,1.3153,1.7002,1.8069,1.837
ENSG00000082781,0.0046,0.0053,0.0077,0.0113,0.0076,0.0064,0.008,0.0186,0.0146,0.0117,0.0101,0.0128
ENSG00000082805,0.3519,0.5606,0.3787,0.6257,0.605,0.4479,0.5007,0.5392,0.3931,0.3373,0.5984,0.5224
ENSG00000082898,12.382,8.7751,10.7775,14.0826,13.6676,12.6346,8.3331,11.1661,11.2527,13.7781,11.6372,12.9299
ENSG00000082996,0.9052,1.1633,1.0303,0.8997,0.8459,0.9801,1.0885,0.8122,0.8941,0.9373,1.0759,0.8114
ENSG00000083067,0.017,0.0154,0.0046,0.01,0.0168,0.0172,0.0135,0.0137,0.0058,0.0086,0.0164,0.0093
ENSG00000083093,1.6152,1.7866,2.4505,1.6608,1.5885,1.5537,1.5688,2.1106,2.3351,1.6441,1.7884,1.6746
ENSG00000083097,0.6038,0.8484,0.4178,0.857,0.898,0.7793,0.8743,0.4856,0.3585,0.7353,0.6703,0.7081
ENSG00000083099,1.689,1.6743,2.2327,1.7786,1.7611,1.6442,1.6342,1.8232,2.1187,1.6018,1.5966,1.6624
ENSG00000083123,0.2763,0.3915,0.2653,0.3922,0.364,0.4262,0.4321,0.26,0.2597,0.3384,0.3211,0.3073
ENSG00000083168,5.2491,7.1831,5.8233,5.9017,5.8145,6.0019,6.3393,6.477,5.0941,5.2417,6.7286,5.7498
ENSG00000083223,2.9972,4.1189,2.8286,3.1476,2.9798,2.9991,3.8289,2.9472,2.5585,2.726,3.7203,2.7786
ENSG00000083290,0.4152,0.5198,0.5345,0.4259,0.4587,0.5008,0.6093,0.6166,0.5457,0.4754,0.5376,0.4234
ENSG00000083307,0.0034,0.004,0.0005,0.0082,0.0058,0.0027,0.007,0.0041,0.0086,0.0052,0.0006,0.0028
ENSG00000083312,10.5356,10.5537,12.3285,11.3234,10.1963,9.1423,9.1449,10.3251,10.5267,9.4819,9.9906,10.5545
ENSG00000083444,0.4799,0.4109,0.4363,0.4495,0.4039,0.4252,0.3893,0.4375,0.4804,0.4358,0.455,0.5145
ENSG00000083454,3.478,3.0114,3.221,1.6596,2.0811,2.603,3.3731,4.2494,3.2455,3.7106,3.1715,2.1632
ENSG00000083457,0.9791,0.7048,1.0676,1.0861,1.1748,0.7856,0.9261,1.0303,1.0261,1.0685,0.925,1.1136
ENSG00000083520,5.4258,7.0476,7.496,5.1217,4.5702,4.655,5.8274,5.7434,6.9821,5.3,6.2749,4.7077
ENSG00000083535,0.8214,0.9805,1.1411,0.7272,0.7166,0.7619,0.9141,0.8948,1.1744,0.8108,0.8928,0.6686
ENSG00000083544,0.6583,0.9206,0.5982,0.6164,0.5539,0.6724,0.8025,0.5714,0.6456,0.6171,0.71,0.5332
ENSG00000083635,1.2715,1.5831,1.9971,1.1213,1.0231,1.0154,1.1799,1.6097,2.1072,1.1027,1.3328,1.207
ENSG00000083642,2.1826,2.2123,2.3659,3.0297,2.9074,2.5582,1.8482,2.369,2.4022,2.4811,2.4577,2.5971
ENSG00000083720,3.2843,3.1874,3.5931,3.6872,3.5115,3.3505,2.8574,2.9233,3.1353,3.209,3.0961,3.5916
ENSG00000083750,0.2383,0.3678,0.278,0.2326,0.2276,0.2814,0.3799,0.2537,0.2345,0.295,0.2608,0.2469
ENSG00000083799,17.8656,36.1496,17.3357,21.5052,13.4634,17.1981,32.0095,10.5226,16.3555,20.8759,34.2984,19.8651
ENSG00000083807,0.4585,0.497,0.6798,0.3084,0.3468,0.3816,0.4994,0.5462,0.594,0.3748,0.4574,0.3398
ENSG00000083812,1.1354,0.9973,1.3256,0.8084,0.8721,0.9254,0.8663,1.3182,1.3403,1.042,0.8065,1.037
ENSG00000083814,0.3624,0.4,0.2608,0.4219,0.4385,0.4575,0.51,0.4015,0.3218,0.4295,0.4059,0.3451
ENSG00000083817,0.3421,0.3487,0.5705,0.3047,0.3529,0.3274,0.3467,0.4536,0.4882,0.3587,0.3408,0.3404
ENSG00000083828,1.0891,1.3274,1.2794,0.992,1.0056,0.9864,1.2735,1.197,1.2838,1.0095,1.088,0.9396
ENSG00000083838,0.3399,0.2723,0.3456,0.2196,0.244,0.2776,0.255,0.3028,0.2814,0.3005,0.2382,0.2937
ENSG00000083844,1.2914,1.4552,1.2973,1.2114,1.2882,1.2795,1.5619,1.3207,1.3093,1.2811,1.4972,1.1215
ENSG00000083845,30.2049,22.3982,43.8296,21.0771,23.2062,25.2265,23.259,36.2043,42.9731,27.8833,20.0197,26.2632
ENSG00000083857,0.0059,0.0139,0.0066,0.0089,0.0087,0.0035,0.0062,0.0093,0.0031,0.0058,0.0116,0.013
ENSG00000083896,2.1997,2.624,2.2943,2.1734,2.2012,2.3612,2.77,2.5786,2.4759,2.1951,2.5643,2.0763
ENSG00000083937,1.6141,1.7016,2.3813,1.7026,1.5609,1.4646,1.5563,1.8216,2.2408,1.5167,1.622,1.4838
ENSG00000084070,8.7484,11.3973,7.0383,8.5111,7.5653,7.7056,8.9539,6.6034,7.9639,9.1192,10.6629,8.278
ENSG00000084072,1.6028,2.0835,2.1104,1.9312,2.0445,1.5329,2.0331,1.6406,2.005,1.6326,1.9321,1.8502
ENSG00000084073,4.6456,5.0096,6.5158,4.2195,4.0829,3.8066,4.1721,4.9161,5.9505,4.1769,4.9398,4.2699
ENSG00000084090,9.2848,11.9004,15.569,11.6238,12.0567,7.7149,12.0281,14.6571,15.5376,9.1172,11.5004,11.7611
ENSG00000084092,1.8337,1.8799,2.1495,1.3785,1.4377,1.7298,1.7736,2.0171,2.1767,1.8184,1.7002,1.5165
ENSG00000084093,3.4309,3.9814,3.7862,3.3389,3.3627,3.2624,3.7223,3.9794,3.8437,3.5487,4.2753,3.0805
ENSG00000084110,0.0278,0.0373,0.0269,0.0235,0.0117,0.0191,0.027,0.0136,0.02,0.0305,0.0218,0.0278
ENSG00000084112,2.0881,2.1471,1.6972,2.5388,3.0746,2.3054,2.6689,2.5603,1.8026,2.2186,2.5831,2.445
ENSG00000084207,3.6788,2.693,3.4274,4.3499,3.871,3.0324,2.5058,2.9309,3.4753,3.669,2.8459,4.7708
ENSG00000084234,1.9832,2.0077,2.1002,2.2712,1.9844,1.7112,1.5616,1.9078,2.2035,1.9441,2.0288,2.151
ENSG00000084444,0.2493,0.1507,0.1955,0.193,0.1882,0.1887,0.1415,0.2033,0.2,0.1916,0.1645,0.1849
ENSG00000084453,0.003,0.007,0.0042,0.0102,0.0054,0.008,0.0169,0.0144,0.006,0.0051,0.0043,0.0056
ENSG00000084463,4.3512,4.2534,4.7428,5.248,5.0576,4.7128,3.5812,4.7356,5.315,4.3909,4.3836,5.4476
ENSG00000084623,11.5297,10.5789,13.9109,9.101,9.5027,9.3433,9.9725,12.358,14.2208,10.6579,9.3012,10.0418
ENSG00000084636,0.0041,0.0007,0.0046,0.0005,0.0056,0.0054,0.0021,0.006,0.004,0.0022,0.005,0.0027
ENSG00000084652,8.8996,10.2727,9.8989,7.9256,7.3932,6.8267,8.6536,9.5349,9.5126,8.2496,8.7868,8.9101
ENSG00000084674,0.0014,0.0007,0.0015,0.0005,0.0036,0.0015,0.0035,0.0016,0.0022,0.0013,0.0028,0.0005
ENSG00000084676,1.3635,2.3304,1.6341,1.9285,1.7667,1.4352,1.6671,1.5575,1.4575,1.4097,1.765,1.8795
ENSG00000084693,0.4506,0.6207,0.4193,0.461,0.4256,0.4968,0.5466,0.4165,0.4075,0.4718,0.553,0.5504
ENSG00000084710,0.0399,0.0328,0.0325,0.0507,0.0509,0.0192,0.0526,0.0321,0.0264,0.0152,0.0464,0.0551
ENSG00000084731,0.0396,0.0344,0.0198,0.0988,0.1217,0.1111,0.0284,0.0201,0.0182,0.0597,0.0296,0.0812
ENSG00000084733,7.768,8.5105,10.459,6.7682,6.1149,6.4989,7.4703,7.5302,9.4325,7.0164,8.1391,6.762
ENSG00000084734,0.0041,0.0066,0.0097,0.0068,0.0117,0.0064,0.0201,0.006,0.0031,0.0058,0.0006,0.006
ENSG00000084754,6.1327,6.6331,5.3919,5.9015,6.2708,6.2516,7.0746,6.0171,6.1454,6.1684,6.479,5.6812
ENSG00000084764,0.0096,0.0168,0.0137,0.0162,0.0127,0.0161,0.0215,0.0234,0.0271,0.0111,0.0285,0.018
ENSG00000084774,8.8799,8.4158,7.6868,7.6214,7.6842,7.3127,7.2242,9.7428,8.2693,8.4222,8.0321,9.3765
ENSG00000085063,3.2899,3.6898,5.7664,4.1567,3.2392,2.4711,2.3856,3.5641,5.6517,3.5143,4.2409,4.1556
ENSG00000085117,27.8651,21.3831,37.2293,20.1979,19.9477,19.9756,16.3977,32.0325,36.3949,23.0001,21.4747,23.8622
ENSG00000085185,0.4214,0.7626,0.8402,0.3497,0.3448,0.4419,0.6221,0.973,0.7588,0.4029,0.5388,0.4354
ENSG00000085224,3.0719,3.9749,2.7465,3.6494,3.2828,3.3316,3.5936,2.6343,2.336,3.2649,3.8027,3.2791
ENSG00000085231,0.4709,0.4302,0.7251,0.373,0.4492,0.3691,0.379,0.4761,0.6808,0.405,0.3758,0.4342
ENSG00000085265,0.0191,0.0472,0.0133,0.031,0.0321,0.0142,0.0223,0.0274,0.0131,0.0116,0.039,0.0236
ENSG00000085274,1.5075,1.6354,2.0916,1.6598,1.4306,1.3706,1.6297,1.5929,2.0465,1.4412,1.5572,1.3443
ENSG00000085276,0.0066,0.017,0.0049,0.0059,0.0036,0.0085,0.0101,0.0148,0.0013,0.0075,0.016,0.0038
ENSG00000085365,0.6072,0.5784,0.5682,0.5851,0.5517,0.567,0.604,0.5376,0.5364,0.6534,0.6006,0.501
ENSG00000085377,3.0299,2.9875,3.5549,2.8564,2.5741,2.5766,2.4412,3.2849,3.686,2.7121,2.8459,2.8192
ENSG00000085382,0.819,0.8984,0.9652,0.9774,0.8794,0.7487,0.8218,0.8595,0.8203,0.7206,0.8235,0.7969
ENSG00000085415,7.1685,7.334,11.1117,5.8917,5.5178,5.3406,6.4102,9.0321,11.1409,6.2454,6.4025,6.0898
ENSG00000085433,0.441,0.488,0.4946,0.531,0.4909,0.4419,0.4873,0.4793,0.4575,0.4305,0.4059,0.4642
ENSG00000085449,4.2493,4.2199,4.3658,3.0173,3.0195,3.9453,4.3268,4.4462,4.0202,4.5545,4.8583,3.0912
ENSG00000085465,0.0642,0.1163,0.0432,0.0716,0.0626,0.0553,0.1336,0.0733,0.0432,0.0553,0.0497,0.0539
ENSG00000085491,0.1804,0.1872,0.1067,0.2337,0.218,0.3479,0.2284,0.0994,0.1064,0.2088,0.1619,0.1673
ENSG00000085511,1.3398,1.3019,1.2652,1.4591,1.564,1.584,1.5669,1.4055,1.3347,1.4017,1.4705,1.5013
ENSG00000085514,0.0456,0.075,0.0542,0.0363,0.0305,0.0508,0.0647,0.0737,0.0445,0.0532,0.0422,0.0478
ENSG00000085552,0.0042,0.0007,0.0016,0.0016,0.0016,0.0025,0.0051,0.0005,0.0032,0.0022,0.0065,0.0039
ENSG00000085563,0.323,0.1455,0.3411,0.2535,0.4996,0.436,0.2221,0.6155,0.4071,0.3286,0.2395,0.2588
ENSG00000085644,0.3806,0.3452,0.3465,0.3369,0.4272,0.4613,0.4323,0.3516,0.3313,0.4131,0.4386,0.3903
ENSG00000085662,2.0417,1.2472,2.0315,2.0499,2.1432,1.8651,1.3318,1.8199,2.0636,1.988,1.3312,2.1414
ENSG00000085719,2.2993,2.2996,1.6097,2.6854,2.2474,2.5157,2.0892,1.4945,1.6755,2.419,1.9514,2.1105
ENSG00000085721,2.3315,2.7015,3.1432,2.0331,1.9521,2.0694,2.4126,2.8303,3.0568,2.12,2.3722,1.9596
ENSG00000085733,0.8028,0.6734,0.665,0.2734,0.2598,0.6295,0.6124,0.7279,0.638,0.5858,0.7194,0.3113
ENSG00000085741,0.0087,0.0022,0.0005,0.0058,0.0046,0.0005,0.0021,0.0027,0.012,0.0022,0.0017,0.0038
ENSG00000085760,1.4288,1.6067,1.5088,0.9636,0.9917,1.6264,1.6718,1.429,1.577,1.5895,1.8553,0.9353
ENSG00000085788,2.4831,3.0077,2.9516,2.5003,2.4057,2.3715,2.6314,2.5491,2.7037,2.3075,2.7363,2.1521
ENSG00000085831,0.0123,0.0154,0.0148,0.0144,0.0087,0.0138,0.0121,0.0136,0.005,0.0093,0.0128,0.0128
ENSG00000085832,2.6817,3.4033,3.1889,3.3861,3.284,2.7348,2.8764,2.9511,3.083,2.8457,3.1765,3.1088
ENSG00000085840,0.6249,0.1594,0.4974,1.2024,1.1425,0.9265,0.189,0.5533,0.5159,0.7649,0.4495,1.0812
ENSG00000085871,0.2255,0.0643,0.0707,0.2578,0.3097,0.3147,0.1144,0.0823,0.0655,0.2888,0.0755,0.2408
ENSG00000085872,4.6117,4.7226,5.2232,4.0941,4.144,3.8347,3.8254,5.7234,5.552,4.0937,4.3445,5.2229
ENSG00000085978,0.9922,1.2452,1.1609,0.9342,1.1077,1.0966,1.2172,1.318,1.1317,1.0655,1.1228,1.0354
ENSG00000085982,0.3421,0.4512,0.2567,0.5045,0.4884,0.4291,0.5003,0.2787,0.2497,0.4339,0.5269,0.4289
ENSG00000085998,2.3828,2.4679,2.4521,1.8926,1.8306,1.9402,2.4236,2.3024,2.4494,2.25,2.3366,2.1731
ENSG00000085999,0.616,0.1302,0.3981,1.1851,1.1697,0.8418,0.1303,0.527,0.4599,0.7284,0.392,1.3486
ENSG00000086015,1.2011,0.9337,1.2234,1.3626,1.302,1.0593,0.7832,1.2443,1.1065,1.2406,0.9,1.4078
ENSG00000086061,18.3197,16.8696,27.6727,15.9086,13.8172,13.7772,11.942,17.7979,25.5667,17.2976,15.5473,16.2162
ENSG00000086062,2.2557,1.8008,2.4483,2.2808,2.0866,2.0722,1.3072,2.1335,2.5442,2.2774,2.0498,2.1872
ENSG00000086065,1.6296,1.7585,2.5338,1.4935,1.456,1.5967,1.8677,1.3696,2.3164,1.6025,1.7214,1.4326
ENSG00000086102,3.6865,4.0551,3.5474,3.3194,3.4462,3.5588,4.0836,4.3487,3.7066,3.6389,4.2754,3.3896
ENSG00000086159,0.0059,0.0066,0.0005,0.0047,0.0048,0.0015,0.0021,0.0005,0.0004,0.0031,0.0017,0.0028
ENSG00000086189,4.9482,6.2552,7.1044,4.3683,3.9791,4.0181,5.3677,5.5357,6.8398,4.5981,5.3329,4.3812
ENSG00000086200,2.3177,1.9954,3.32,2.0184,1.9834,1.9558,1.7861,2.5134,3.0473,2.1644,2.0985,2.116
ENSG00000086205,0.0014,0.0007,0.0025,0.0016,0.0036,0.0034,0.0035,0.0016,0.0004,0.0004,0.0017,0.0049
ENSG00000086232,5.0474,6.5094,6.7161,6.2678,6.078,5.2182,6.2966,6.4373,6.747,5.2994,6.6468,5.7158
ENSG00000086289,0.0014,0.0007,0.0036,0.0068,0.0036,0.0005,0.0035,0.0038,0.0031,0.0031,0.0017,0.0005
ENSG00000086300,2.5325,4.2768,3.0706,2.6562,1.4397,1.5898,2.7743,1.3783,2.911,2.5384,4.2184,2.4778
ENSG00000086475,2.3284,1.7936,2.5501,2.3028,2.0407,2.2583,1.7169,2.2507,2.5523,2.2421,1.9481,2.2914
ENSG00000086504,2.4173,1.7937,2.6776,1.9645,2.0411,1.9954,1.8611,2.5869,2.738,2.0488,1.9322,2.3876
ENSG00000086506,0.0059,0.0037,0.0249,0.0026,0.0036,0.0024,0.0076,0.0081,0.0129,0.0022,0.005,0.0049
ENSG00000086544,0.7358,0.9762,0.888,0.7512,0.685,0.5006,0.7301,0.7676,1.0107,0.7002,0.8638,0.7373
ENSG00000086570,0.0169,0.0212,0.0056,0.0099,0.0219,0.0171,0.0104,0.0114,0.0049,0.0075,0.0195,0.0104
ENSG00000086589,2.9161,3.2634,3.4203,3.0545,3.0562,2.8709,3.0788,3.3742,3.6141,3.01,3.067,3.0423
ENSG00000086598,7.6399,8.4904,11.758,6.823,6.611,6.9323,8.1498,9.2343,11.1268,6.9801,8.0771,6.8444
ENSG00000086619,0.5289,0.7626,0.6979,0.4951,0.469,0.4233,0.5668,0.5275,0.6092,0.5268,0.5064,0.4714
ENSG00000086666,1.6833,1.6957,1.9269,1.7884,1.9663,1.6623,1.8843,1.7748,2.06,1.7564,1.8141,1.5492
ENSG00000086696,0.0583,0.1098,0.043,0.0508,0.0495,0.049,0.0979,0.052,0.042,0.0498,0.0691,0.043
ENSG00000086712,6.1621,5.7206,9.7922,5.6522,5.3945,4.6721,4.4865,8.7681,9.226,5.2999,4.7193,5.7513
ENSG00000086717,0.0014,0.014,0.0056,0.0068,0.0015,0.0035,0.0146,0.0028,0.0022,0.0049,0.0039,0.0027
ENSG00000086730,0.2518,0.2192,0.2588,0.3048,0.3472,0.2807,0.2789,0.3422,0.2771,0.2102,0.2198,0.3352
ENSG00000086758,30.8137,53.1813,31.9942,30.832,22.3618,20.3304,28.2279,27.995,28.8225,28.7607,43.4282,32.5992
ENSG00000086827,1.0519,0.8548,1.3841,1.4266,1.3643,1.1553,0.7591,1.2381,1.3204,1.2717,1.029,1.3868
ENSG00000086848,0.6505,0.6329,0.6458,0.8833,0.7169,0.5636,0.6429,0.7919,0.7364,0.698,0.7056,0.7227
ENSG00000086967,0.0023,0.0066,0.0015,0.0005,0.0076,0.0015,0.0007,0.0005,0.0004,0.0004,0.0006,0.0005
ENSG00000086991,0.0135,0.0152,0.0037,0.013,0.0117,0.0057,0.0069,0.0136,0.0105,0.0137,0.0158,0.0141
ENSG00000087008,0.5262,0.3502,0.5718,0.654,0.6178,0.4321,0.4007,0.5786,0.555,0.5206,0.3456,0.6076
ENSG00000087053,1.6205,1.6401,2.2004,1.8323,1.7483,1.4873,1.465,1.7423,2.1509,1.5601,1.7002,1.7073
ENSG00000087074,1.4765,2.345,1.4523,2.4115,2.1743,1.4558,1.7654,1.6336,1.4639,1.2324,2.1584,2.1395
ENSG00000087076,0.0223,0.03,0.0656,0.0078,0.0127,0.0308,0.0284,0.044,0.053,0.0358,0.0229,0.0158
ENSG00000087077,1.2852,1.3593,1.0344,1.0722,1.0517,0.9713,1.1121,0.9545,0.9724,1.146,1.2323,1.2114
ENSG00000087085,0.0305,0.0241,0.0412,0.0141,0.0178,0.0132,0.0173,0.0636,0.0467,0.0181,0.0218,0.0202
ENSG00000087086,27.0014,32.029,27.6961,28.6385,28.4425,26.0243,30.7316,20.3643,26.0099,23.8802,31.7898,28.4567
ENSG00000087087,10.2819,10.688,10.6247,10.2394,10.2145,9.9878,9.1726,12.6836,11.9033,9.7632,9.7695,11.6533
ENSG00000087088,3.8716,2.8027,2.8961,4.5601,4.2957,4.3823,3.2125,2.9067,3.086,4.0553,3.4358,4.4629
ENSG00000087095,0.8056,0.9597,0.8773,0.8516,0.8677,0.771,1.1211,0.8212,0.8242,0.8156,1.0088,0.7443
ENSG00000087111,1.5697,1.3566,1.2777,1.4508,1.6576,1.7785,1.4524,1.3631,1.3171,1.634,1.3417,1.4967
ENSG00000087116,0.0048,0.0038,0.0065,0.0072,0.0056,0.0032,0.0053,0.0033,0.0023,0.006,0.0076,0.0036
ENSG00000087152,4.9141,4.3834,5.4492,4.6425,4.5748,4.3729,4.179,4.8211,5.2657,4.6942,4.2148,4.968
ENSG00000087157,2.2508,2.7424,2.1264,1.6986,1.7224,2.1826,2.9751,2.2763,1.879,2.264,2.3907,1.9081
ENSG00000087191,5.6006,5.4533,5.8273,5.5763,5.698,5.4285,5.3337,6.1208,6.5235,5.7939,5.3033,5.9004
ENSG00000087206,2.2719,2.6621,3.0662,2.3121,2.0947,1.9735,2.2647,2.5886,3.1091,2.0721,2.5735,2.1782
ENSG00000087237,0.2179,0.3078,0.1298,0.1982,0.1737,0.2005,0.3039,0.1729,0.1455,0.2199,0.2569,0.1584
ENSG00000087250,0.0087,0.0037,0.0056,0.0026,0.0036,0.0064,0.0021,0.006,0.004,0.0102,0.0028,0.0027
ENSG00000087253,0.0267,0.0276,0.0312,0.1501,0.1299,0.0744,0.0286,0.0247,0.0121,0.0218,0.0762,0.0852
ENSG00000087258,0.046,0.0197,0.028,0.0361,0.0239,0.0347,0.0215,0.0204,0.0165,0.0376,0.053,0.0354
ENSG00000087263,3.8238,4.4155,4.4038,4.1034,3.8553,3.2284,3.9647,4.6276,5.143,3.6536,4.0809,3.9159
ENSG00000087266,5.1166,6.8924,7.6663,5.458,4.9472,4.1128,5.3209,6.9104,6.3833,4.7942,5.3763,6.6672
ENSG00000087269,9.413,12.3977,11.375,8.8301,8.1745,7.5035,8.9885,11.1617,11.9816,8.2422,10.6885,9.7072
ENSG00000087274,5.3384,6.5546,4.5051,5.9262,5.7986,6.5899,6.5568,4.7194,4.5434,5.7287,6.4915,5.4958
ENSG00000087299,0.574,0.4852,0.5658,0.7662,0.7129,0.5931,0.515,0.5194,0.6111,0.568,0.5389,0.6708
ENSG00000087301,0.3112,0.1908,0.1947,0.4438,0.3794,0.3871,0.2415,0.1657,0.1509,0.3304,0.2362,0.3133
ENSG00000087302,6.3363,6.8523,8.5995,5.5089,5.5834,6.0581,6.6322,6.495,8.8402,6.2345,6.7004,5.2566
ENSG00000087303,0.0496,0.0565,0.0158,0.0195,0.0284,0.0382,0.036,0.0202,0.0156,0.0289,0.0469,0.0282
