gene,GSM5470483,GSM5470484,GSM5470485,GSM5470486,GSM5470487,GSM5470488,GSM5903107,GSM5903108,GSM5903109,GSM5903110,GSM5903111,GSM5903112,GSM5903113,GSM5903114
ENSG00000165125,0.1332,0.1718,0.2599,0.0566,0.2137,0.341,0.041,0.3336,0.1959,0.5172,0.394,0.371,0.1091,1.1692
ENSG00000165131,0.0088,0.0128,0.0562,0.0057,0.0266,0.0359,0.0041,0.0579,0.0047,0.0065,0.0835,0.0324,0.0226,0.081
ENSG00000165138,0.6745,1.2146,1.1189,0.5941,0.9989,1.0043,0.9357,1.3207,1.4868,1.7449,1.3816,0.8259,1.3856,2.1661
ENSG00000165140,0.1397,0.0362,0.1372,0.1291,0.0989,0.0056,0.0203,0.4474,0.0198,0.3044,0.0611,0.1803,0.0211,0.015
ENSG00000165152,0.9667,2.0517,0.5513,0.6457,1.8433,1.255,0.5297,2.0454,2.5402,1.827,2.6236,1.2302,1.3683,2.3903
ENSG00000165156,4.447,3.389,4.5745,9.0235,3.675,5.5714,14.497,3.2588,5.8231,2.67,3.2807,5.8746,4.2159,2.7259
ENSG00000165164,2.3238,0.2329,0.2113,0.4353,0.9533,0.1087,1.1218,0.0579,0.5528,0.1209,0.0255,0.2185,0.5077,0.0482
ENSG00000165168,0.6517,0.4267,0.0892,0.1598,0.5508,0.0389,0.4693,1.3796,0.1955,0.6887,0.2261,0.949,0.3308,0.1825
ENSG00000165169,2.1339,1.846,2.5474,1.976,1.9884,2.5572,2.508,1.3879,2.1667,1.5025,1.3211,1.5665,1.3853,1.1775
ENSG00000165171,0.1245,0.0063,0.012,0.0143,0.0378,0.0056,0.0145,0.02,0.0205,0.1163,0.007,0.0386,0.0467,0.0085
ENSG00000165175,3.4485,4.3679,4.9654,3.6232,2.2411,7.4601,3.2658,3.2223,4.3559,8.0553,4.6792,3.6662,11.5958,4.371
ENSG00000165178,0.0768,0.0266,0.2693,0.1713,0.0166,0.0188,0.2349,0.09,0.0476,0.0959,0.0354,0.2561,0.0414,0.062
ENSG00000165181,1.0279,0.7182,1.9472,1.5469,1.3265,1.5441,1.7916,1.7541,1.5224,0.5483,1.1255,0.8073,1.6082,1.0404
ENSG00000165182,0.0476,0.013,0.0297,0.0029,0.0336,0.0248,0.0318,0.0154,0.0124,0.0209,0.013,0.0292,0.0328,0.0295
ENSG00000165185,2.2136,2.7077,3.7125,1.7343,2.4749,4.9483,2.1926,2.8766,2.2311,3.0805,3.3327,2.7785,4.2534,4.1424
ENSG00000165186,1.0502,1.7336,1.9023,1.0115,1.377,1.6014,1.9563,1.1401,1.4407,0.7839,0.817,1.0841,0.9401,1.5534
ENSG00000165188,0.0353,0.022,0.0287,0.0258,0.0315,0.0238,0.0136,0.016,0.0151,0.0076,0.0366,0.0518,0.0439,0.0838
ENSG00000165192,0.1065,0.1596,0.2678,0.2718,0.1199,0.2473,0.1082,0.1404,0.108,0.1748,0.1733,0.2034,0.1361,0.2284
ENSG00000165194,0.1513,1.319,0.109,0.5462,0.4409,0.2664,0.5437,0.2438,0.8137,0.2726,0.0537,0.1943,0.1642,0.4221
ENSG00000165195,0.455,0.6569,2.2711,1.0406,0.5065,2.295,0.4209,0.66,0.5366,0.7314,0.6279,0.537,1.0869,0.8003
ENSG00000165197,0.0382,0.0906,0.1163,0.0871,0.0921,0.1157,0.1021,0.09,0.1116,0.1037,0.1084,0.1289,0.0681,0.1145
ENSG00000165202,0.0003,0.0004,0.0005,0.001,0.0053,0.0005,0.0004,0.0088,0.0144,0.0003,0.0004,0.0004,0.0003,0.0045
ENSG00000165204,0.0055,0.0004,0.0099,0.001,0.0016,0.0157,0.0004,0.0062,0.0003,0.0003,0.0004,0.0004,0.001,0.0012
ENSG00000165209,2.9461,3.4167,3.3684,2.2445,4.4843,4.2082,2.9499,2.9872,6.5759,1.7704,2.0188,2.401,2.2658,2.505
ENSG00000165215,0.6966,0.0287,0.0026,0.0086,0.1994,0.0005,0.0004,0.0069,0.2638,0.0235,0.0019,0.0448,0.1172,0.0117
ENSG00000165219,2.3941,3.1506,4.2448,2.6137,2.9699,4.6732,2.3292,3.5599,2.5415,3.119,3.3849,2.9093,3.2261,4.421
ENSG00000165233,1.8994,1.3402,4.7339,0.9115,1.4918,3.4473,2.1025,1.9358,1.7613,1.9292,1.8413,1.4281,1.3479,1.5632
ENSG00000165238,1.0661,2.0492,0.3158,0.3485,1.2636,0.8719,2.1742,0.5891,2.9364,0.2437,0.2359,0.8112,0.5055,0.5478
ENSG00000165240,1.0402,0.9863,1.8346,1.5391,1.2165,1.5878,0.8802,1.5735,0.7659,1.5299,1.8018,1.4104,1.6998,1.5936
ENSG00000165244,0.0884,0.1219,0.6744,0.2018,0.122,0.7465,0.0467,0.2065,0.0721,0.2336,0.2239,0.2831,0.1289,0.1971
ENSG00000165246,0.0499,1.8795,0.561,0.4796,0.0885,1.0316,0.8466,0.0867,2.0213,1.4595,0.1071,1.3352,1.1137,0.1712
ENSG00000165259,0.4756,0.5162,0.566,0.4735,0.7218,0.4625,0.6727,0.6091,0.5682,0.3866,0.9078,0.5245,0.5582,0.6592
ENSG00000165264,3.7443,2.7463,2.4436,2.9876,3.4676,2.5489,3.4528,3.1281,2.2916,4.1057,6.084,2.0699,2.7044,1.9974
ENSG00000165269,0.2131,0.1437,0.1754,0.2849,0.1052,0.0389,0.0798,0.1,0.1163,0.067,0.0352,0.1551,0.0719,0.2133
ENSG00000165271,0.4573,0.9317,0.4263,0.7306,0.4343,0.4535,0.5591,0.6354,0.4418,0.7592,0.6793,0.6306,0.5395,1.0583
ENSG00000165272,0.0376,0.0309,0.0944,0.0966,0.0459,0.0197,0.017,0.0232,0.0748,0.0633,0.0211,0.0199,0.0798,0.0028
ENSG00000165275,1.7071,2.2148,2.1831,1.9275,1.9437,1.7844,1.3471,2.2338,1.1229,2.5538,2.333,2.5504,1.8015,3.524
ENSG00000165280,4.7778,4.7733,3.3972,4.3261,4.0302,3.6047,4.7102,4.264,3.6578,3.7988,5.1663,3.8524,4.3781,3.8995
ENSG00000165282,0.9259,0.8854,0.7294,0.7903,0.7463,0.5239,0.4097,0.8624,0.5049,1.1494,1.4606,0.9738,1.0714,1.7067
ENSG00000165283,2.9175,1.4293,0.7736,1.3709,1.3228,0.8719,2.191,1.1839,1.5499,1.5958,1.7354,0.9965,1.8481,0.8453
ENSG00000165288,0.8679,1.3052,3.086,2.2276,1.1167,3.1155,2.2232,1.3612,1.5512,1.1713,1.1586,1.5202,1.5786,2.1529
ENSG00000165300,2.2499,5.3943,3.7056,2.5137,4.3128,4.0257,3.9525,2.7464,7.0129,2.5605,1.7108,2.4821,2.1345,3.4007
ENSG00000165304,0.0929,0.1485,0.1617,0.1499,0.0922,0.1529,0.0558,0.1103,0.054,0.1279,0.1396,0.1485,0.1176,0.136
ENSG00000165309,4.9228,0.6571,0.2813,0.9767,1.9023,0.1552,2.1877,0.204,1.2189,0.2608,0.1906,0.5098,1.1153,0.2205
ENSG00000165312,0.6599,0.4655,0.6098,1.0265,0.5726,0.6151,1.517,0.7656,0.8452,0.7378,0.5104,0.5557,1.0255,0.3565
ENSG00000165322,2.1235,1.0915,3.6797,1.7768,1.748,3.0787,2.9273,1.6748,1.6148,1.5267,0.9412,2.0141,1.4354,1.0611
ENSG00000165323,0.7922,1.4459,0.4939,0.3235,1.0793,0.5646,0.9023,0.4126,1.8913,0.4022,0.184,0.417,0.2943,0.6559
ENSG00000165325,0.2756,0.0481,0.0151,0.0775,0.1545,0.045,0.0153,0.0671,0.0298,0.0182,0.0855,0.0526,0.0335,0.0562
ENSG00000165338,1.3726,2.2149,1.0615,1.3594,1.9775,1.164,1.0903,1.1152,1.8523,0.8292,0.7798,0.9163,0.9778,0.7838
ENSG00000165349,0.0271,0.054,0.0005,0.001,0.0234,0.0126,0.6272,0.0115,0.0546,0.0242,0.0167,0.0019,0.0266,0.0198
ENSG00000165355,0.8039,1.4949,1.3911,1.7019,1.2691,1.5583,1.4616,1.1957,2.5,0.8471,0.8827,1.0798,1.1928,1.3932
ENSG00000165359,0.7573,1.8348,0.9081,0.6323,0.9883,0.8365,0.7918,0.8396,0.7741,0.9697,0.5644,0.7551,1.058,0.9611
ENSG00000165370,0.0015,0.0116,0.0016,0.001,0.0053,0.0005,0.0012,0.0016,0.0023,0.0003,0.0004,0.0004,0.0003,0.0004
ENSG00000165376,0.0084,0.0451,0.0256,0.0392,0.0478,0.051,0.0442,0.0409,0.0345,0.0335,0.0758,0.0487,0.0474,0.0522
ENSG00000165379,0.2178,1.8072,0.1424,0.1617,1.1268,0.2532,0.3122,0.2648,2.8057,0.1282,0.0759,0.2652,0.0591,0.3711
ENSG00000165383,0.1613,0.0302,0.0381,0.022,0.049,0.0025,0.017,0.0226,0.0339,0.0222,0.0056,0.0152,0.0335,0.0182
ENSG00000165389,4.4423,2.5216,4.6183,2.202,2.9099,4.2975,2.5128,2.6741,2.0738,4.9591,4.1042,2.342,3.205,3.2907
ENSG00000165392,1.806,1.6893,3.0047,2.7597,2.0398,2.7446,1.7494,1.9271,1.5528,1.7558,2.1688,1.6012,2.194,2.6074
ENSG00000165406,1.3642,1.3,1.252,0.7574,1.4517,1.1668,0.5717,1.6045,0.6678,1.8443,2.5156,1.8823,2.0755,1.3455
ENSG00000165409,1.6905,2.9391,2.8026,3.1267,2.6515,3.0923,1.9574,2.8152,2.255,2.3877,2.708,2.7617,2.9669,3.5202
ENSG00000165410,4.9626,6.8478,7.1852,4.4077,4.6448,6.7743,2.5894,7.4298,3.8646,12.5075,12.2117,6.5518,9.3978,9.9414
ENSG00000165416,10.5626,7.4243,16.1503,21.741,10.8194,14.8356,18.9711,11.1492,10.9332,9.5709,15.5085,8.0607,20.3631,9.4724
ENSG00000165417,1.7709,1.9786,1.6394,1.4933,1.9494,2.2265,1.3202,1.8182,1.7644,1.6369,2.0973,1.9669,1.6732,2.1588
ENSG00000165424,5.0251,7.8762,4.0096,9.2038,5.7208,7.2738,5.8751,10.5556,5.4703,13.6307,12.6206,13.1875,9.9199,13.7011
ENSG00000165434,1.3382,5.0069,4.5745,2.2659,3.3066,5.2602,1.5474,2.3827,4.5359,0.936,1.2173,1.5461,1.3846,1.9871
ENSG00000165443,7.5825,9.4926,5.5789,2.4185,6.0185,7.9732,6.2187,6.942,7.6295,10.0218,6.994,6.5957,8.9828,8.8851
ENSG00000165449,3.3461,0.8538,0.4564,0.6132,1.3534,0.0864,5.5724,0.4913,1.5391,0.8544,0.2698,1.0915,1.2121,1.2524
ENSG00000165457,0.4295,0.0831,0.0245,0.1196,0.1957,0.0045,0.4825,0.6536,0.062,0.1514,0.1706,0.322,0.1911,0.0077
ENSG00000165458,1.2443,0.7137,1.2785,1.0035,0.728,1.1883,2.5267,0.9194,1.2099,1.3811,0.4874,1.516,1.2163,2.0318
ENSG00000165462,0.0003,0.0004,0.0005,0.001,0.0016,0.0005,0.0013,0.0003,0.0003,0.0003,0.0004,0.0043,0.0003,0.0004
ENSG00000165471,0.0032,0.0004,0.0005,0.0048,0.0016,0.0005,0.0012,0.0049,0.005,0.0003,0.0004,0.0012,0.0003,0.0004
ENSG00000165474,0.0149,0.0086,0.0005,0.0086,0.0078,0.0005,0.0203,0.0023,0.0352,0.0123,0.0019,0.0004,0.0024,0.0036
ENSG00000165475,4.3776,2.7641,2.2972,1.0236,2.3701,1.7486,2.5105,2.3586,2.1101,4.3195,3.4869,2.8349,2.2559,3.1229
ENSG00000165476,6.2683,6.3,6.0187,4.5298,7.4137,8.125,2.4226,10.679,3.5033,12.0684,16.7732,7.9501,9.9163,8.8102
ENSG00000165478,3.1599,4.9121,8.393,4.9955,2.2217,3.5889,7.8342,3.4252,4.4923,2.9776,4.6539,3.1614,3.4563,3.6398
ENSG00000165480,0.0009,0.0101,0.0005,0.0603,0.0053,0.0207,0.0302,0.0036,0.0164,0.0003,0.0233,0.0136,0.0128,0.0077
ENSG00000165487,3.6119,3.1722,3.9597,1.5434,3.5152,3.707,1.8222,3.5449,2.3393,3.6204,4.9394,2.8243,4.3056,2.6473
ENSG00000165490,0.1254,0.2465,0.4293,0.2679,0.1418,0.5124,0.1224,0.188,0.1374,0.1944,0.206,0.1887,0.2093,0.2967
ENSG00000165494,4.4245,5.9802,8.6862,9.3912,6.2122,7.95,7.0552,8.567,7.0095,7.0192,7.721,6.61,9.0266,9.8113
ENSG00000165495,0.393,0.7248,0.6918,0.2322,0.4808,0.5734,0.6439,0.2731,1.0273,0.2421,0.1687,0.286,0.2308,0.252
ENSG00000165496,0.0015,0.0011,0.0016,0.0048,0.0003,0.0015,0.0012,0.0016,0.001,0.0003,0.0004,0.0004,0.0003,0.0012
ENSG00000165501,0.1042,0.0644,0.0554,0.1961,0.1339,0.0423,0.1262,0.1515,0.0854,0.3194,0.2131,0.1784,0.1698,0.1114
ENSG00000165502,9.5834,4.7231,9.1023,11.9238,6.3926,12.3395,12.5897,8.7523,7.3069,11.4592,11.7183,7.516,11.614,3.9737
ENSG00000165506,0.5625,0.3962,0.2603,0.133,0.5071,0.323,0.4122,0.3676,0.5079,0.5489,0.6177,0.4101,0.5471,0.3719
ENSG00000165507,4.0092,0.7286,5.3149,3.1196,1.8065,3.3536,2.9543,1.6958,1.4828,1.0035,1.2913,2.625,2.6624,0.8728
ENSG00000165509,0.0399,0.036,0.0475,0.0163,0.0584,0.0207,0.0037,0.0691,0.0023,0.0301,0.1562,0.0658,0.0508,0.2011
ENSG00000165512,2.9873,2.0713,1.9375,1.2776,1.9814,1.5427,2.4308,2.2326,1.8864,3.0739,2.5827,2.636,2.4833,1.6814
ENSG00000165516,3.306,2.8814,3.5718,1.6859,3.3191,3.1864,2.3254,3.0729,2.9663,3.313,4.4374,2.2375,6.6938,2.9541
ENSG00000165521,0.3653,0.7088,0.2781,0.1949,0.4357,0.5071,0.4871,0.2141,0.8043,0.7482,0.491,0.2828,0.3308,0.3113
ENSG00000165525,10.4281,11.7481,12.2956,10.0866,11.7537,14.9408,9.4646,14.9443,13.2713,12.7262,15.2537,12.1598,13.2509,14.7453
ENSG00000165526,0.9624,1.0143,1.0149,1.4749,0.8991,0.9295,0.719,0.8824,0.7798,1.1875,1.0089,1.1121,1.3156,1.2328
ENSG00000165527,1.781,1.4643,1.4648,4.1805,1.8166,1.592,2.8409,2.0653,1.6365,1.995,2.4936,1.9534,2.1248,1.4789
ENSG00000165533,1.6676,1.5185,0.8353,0.9509,1.2499,0.9075,0.8944,0.8861,1.2536,1.1624,0.7077,0.8167,1.0948,1.3827
ENSG00000165548,0.1088,0.3462,0.0725,0.0469,0.2431,0.14,0.1236,0.1535,0.461,0.0798,0.0463,0.1094,0.0391,0.1056
ENSG00000165553,0.005,0.0622,0.0068,0.0143,0.1401,0.0399,0.0575,0.0311,0.4174,0.0282,0.013,0.03,0.0031,0.0587
ENSG00000165555,0.047,0.0513,0.0757,0.0706,0.076,0.1313,0.082,0.0394,0.0377,0.0807,0.0556,0.0544,0.0858,0.0642
ENSG00000165556,0.0055,0.0011,0.0005,0.001,0.0009,0.0015,0.0004,0.001,0.0003,0.001,0.0004,0.0004,0.0003,0.0012
ENSG00000165566,20.8493,36.8166,41.4722,15.8199,34.1249,50.5455,4.4033,47.1457,19.0791,64.0293,78.5629,44.0541,82.0038,65.687
ENSG00000165568,0.033,0.0399,0.0193,0.022,0.034,0.0005,0.0376,0.0206,0.0386,0.0215,0.0107,0.0199,0.0342,0.015
ENSG00000165572,1.2395,2.1623,1.0006,1.4838,1.6372,1.7778,1.4969,1.895,2.5034,1.6736,1.8603,1.868,2.119,2.5167
ENSG00000165583,0.0128,0.0363,0.017,0.0323,0.0285,0.0364,0.0095,0.0274,0.032,0.0404,0.0422,0.0387,0.0279,0.0511
ENSG00000165584,0.0134,0.022,0.0058,0.0435,0.0159,0.0056,0.0046,0.0128,0.0104,0.0116,0.0063,0.0035,0.008,0.0064
ENSG00000165588,0.0079,0.0026,0.0016,0.0717,0.0003,0.0025,0.2725,0.0003,0.0023,0.0003,0.0004,0.0035,0.0017,0.0004
ENSG00000165591,0.0697,0.1465,0.0642,0.0277,0.1276,0.1036,0.0376,0.09,0.1794,0.111,0.0714,0.0837,0.0432,0.1056
ENSG00000165606,0.0003,0.0011,0.0005,0.0277,0.0053,0.0005,0.0029,0.0003,0.0104,0.0003,0.0004,0.0004,0.0003,0.0077
ENSG00000165609,3.7115,2.6697,1.5919,1.4071,2.9618,1.3052,2.5126,2.6461,1.9197,2.5667,3.6304,1.9424,2.5,2.7753
ENSG00000165617,0.5013,0.3701,0.2394,0.2612,0.4178,0.1471,0.4263,0.7538,0.1532,0.0407,0.3579,0.2512,0.1725,0.0935
ENSG00000165621,0.0137,0.0272,0.0047,0.0048,0.0103,0.0045,0.0153,0.0115,0.0251,0.0129,0.0019,0.0027,0.0045,0.0109
ENSG00000165623,0.0003,0.0004,0.0057,0.0411,0.0003,0.0035,0.0203,0.0003,0.0044,0.0003,0.0004,0.0004,0.0052,0.002
ENSG00000165626,0.7721,0.4294,0.751,1.8167,0.592,0.5136,1.704,0.4162,0.7941,0.5125,0.2921,0.5803,0.6184,0.4726
ENSG00000165629,5.3393,3.8375,3.3756,2.1967,3.6354,3.0403,3.0551,2.6614,2.1254,4.034,4.5507,2.2807,2.7186,2.0752
ENSG00000165630,0.9008,0.7807,0.454,0.6366,0.9463,0.4751,0.9505,0.8748,0.5024,0.7702,1.3389,0.8423,1.139,0.5984
ENSG00000165632,1.6612,1.6835,1.4245,3.0928,1.8944,2.5449,3.2321,2.2896,2.1513,1.8655,2.0596,2.4389,3.1822,2.0795
ENSG00000165633,0.9275,1.0206,1.1517,1.7066,0.9422,1.401,1.2415,1.2057,0.9171,1.7081,1.4289,1.3925,1.2905,1.7466
ENSG00000165637,7.1461,3.5379,5.9505,3.3322,4.3746,4.1623,5.0191,3.5713,4.3765,6.2361,6.7637,2.4968,6.9064,1.9447
ENSG00000165643,0.019,0.2158,0.0026,0.0832,0.2294,0.0106,0.0484,0.1293,0.6889,0.0003,0.0085,0.0533,0.0003,0.0716
ENSG00000165644,0.2552,0.1495,0.2259,0.3281,0.1825,0.324,0.2626,0.1561,0.2035,0.1878,0.0692,0.3041,0.131,0.0773
ENSG00000165646,0.0048,0.0018,0.0005,0.0122,0.0039,0.0005,0.0058,0.0014,0.0053,0.003,0.0004,0.0004,0.0003,0.0105
ENSG00000165650,2.1692,2.4006,1.5718,3.1422,2.247,2.3964,2.316,2.7661,2.3359,3.0765,3.5266,2.4252,3.3075,3.8867
ENSG00000165655,0.4581,0.2613,0.5232,2.6183,0.5021,0.4554,2.6194,0.3492,0.8908,0.2601,0.158,0.4163,0.3957,0.1752
ENSG00000165660,0.5403,0.6116,0.4293,0.4334,0.6275,0.4594,0.8596,0.7335,0.7419,0.8292,0.5918,0.4529,0.655,0.6163
ENSG00000165661,0.7597,0.9875,0.885,0.5293,0.8701,1.084,0.7905,0.955,1.2233,1.0919,0.9008,0.7121,1.2461,1.0428
ENSG00000165669,3.7444,3.8631,2.8461,2.9444,3.4857,2.0084,4.279,2.9519,2.8131,3.6083,3.5764,3.7453,3.0395,3.3846
ENSG00000165671,5.3533,5.8334,4.1157,5.089,6.2361,5.4546,4.4834,6.9914,5.1194,8.2305,8.0918,6.3232,8.1934,8.0538
ENSG00000165672,4.3583,2.1449,2.4599,2.4402,2.8324,3.2445,3.7969,2.3108,3.0526,3.1961,2.8271,2.0278,3.5672,2.4304
ENSG00000165675,0.4147,0.6861,0.2392,0.3702,0.6689,0.7228,0.2109,0.7213,0.3593,0.9795,0.9607,0.6811,0.7588,0.8508
ENSG00000165678,4.9855,3.9852,3.077,2.492,3.6744,3.9712,4.3237,2.6954,4.5664,3.0912,3.0033,2.2193,3.0239,2.2244
ENSG00000165682,0.0032,0.0056,0.0089,0.0354,0.0109,0.0025,0.0128,0.0016,0.0178,0.0003,0.0004,0.009,0.0073,0.015
ENSG00000165684,0.3875,0.5311,0.3959,0.2573,0.4284,0.3149,0.3304,0.3741,0.5153,0.3197,0.3942,0.3096,0.5271,0.554
ENSG00000165685,0.8213,0.5293,3.2661,0.5741,0.4744,0.9508,0.2619,0.8805,0.2169,1.1229,0.5467,1.1541,0.458,0.6879
ENSG00000165688,1.4395,1.4312,1.3686,1.8006,1.2717,1.1146,1.2554,1.531,1.5551,1.8984,1.8635,1.3884,1.6826,1.867
ENSG00000165689,1.2104,1.3816,1.5748,1.0953,1.4719,1.2813,1.2036,1.7567,1.3735,1.7767,2.1669,1.2504,2.941,1.9096
ENSG00000165694,0.0003,0.0004,0.0026,0.001,0.0028,0.0005,0.0004,0.0003,0.0003,0.0003,0.0004,0.0027,0.0003,0.0004
ENSG00000165695,0.4186,0.0765,0.0214,0.0488,0.1349,0.0037,0.0651,0.0332,0.1051,0.0275,0.0122,0.0656,0.0803,0.0271
ENSG00000165698,3.0062,1.649,1.9071,1.3014,1.6536,1.8698,1.3065,1.2598,1.5042,1.9871,2.092,1.468,1.3683,1.9117
ENSG00000165699,4.5796,7.0786,7.12,5.9052,6.0876,7.443,4.3932,5.5574,4.7975,6.0696,7.4941,7.0591,8.6691,7.3944
ENSG00000165702,0.6232,1.0359,1.4056,1.2879,0.7438,1.0425,0.3845,1.03,0.6024,1.2999,1.0884,1.0888,0.878,1.4008
ENSG00000165704,0.8844,1.6566,1.2931,0.6763,1.545,1.3339,0.9067,1.1165,1.7758,0.5291,0.8842,0.7465,0.5623,0.9554
ENSG00000165714,0.7836,0.9074,0.6969,0.4601,0.8239,0.8043,0.4979,0.7752,0.4596,1.1415,1.1711,1.0527,0.8796,1.4705
ENSG00000165716,0.9282,1.1885,0.6682,0.8868,0.9365,0.6242,1.2565,0.6242,1.9341,0.6496,0.5666,0.5993,0.9439,0.6551
ENSG00000165724,0.4044,0.338,0.1956,0.2114,0.3298,0.2512,0.5305,0.3021,0.6514,0.3151,0.3083,0.3734,0.5181,0.2812
ENSG00000165730,2.5331,0.5445,0.3312,0.5175,1.0463,0.1218,2.0099,0.2262,1.2274,0.3641,0.1884,1.0487,0.6142,0.4455
ENSG00000165731,0.0178,0.0503,0.012,0.043,0.0839,0.0136,0.026,0.0239,0.2652,0.0255,0.0122,0.0183,0.0073,0.0409
ENSG00000165732,3.2044,2.4423,2.5303,3.7529,3.187,2.5985,3.1436,3.6368,2.0152,2.8746,4.0743,3.0308,2.5545,2.6193
ENSG00000165733,1.7536,1.8465,2.9878,3.1485,1.9839,2.7905,2.7393,1.7882,2.3731,1.809,1.892,2.108,2.2885,2.052
ENSG00000165752,0.766,1.0648,0.3437,0.1138,0.6013,0.5312,0.614,0.471,0.8787,0.5735,0.4615,0.4622,0.3321,0.3897
ENSG00000165757,0.2724,1.0545,1.0641,5.0699,0.565,2.0085,2.4088,0.3854,1.1132,0.577,0.3462,1.4622,0.512,0.2667
ENSG00000165762,0.0683,0.1037,0.0925,0.6433,0.0802,0.081,0.091,0.0769,0.0596,0.0581,0.0765,0.1087,0.0696,0.0966
ENSG00000165775,3.5149,2.1083,3.0142,3.7643,2.1616,2.5309,3.7232,2.2484,2.1369,3.3019,3.8007,2.0998,3.002,1.8987
ENSG00000165782,1.3924,1.443,2.1047,1.2254,1.0407,2.2143,1.5013,1.3476,1.5332,1.3328,1.725,1.3454,2.2538,1.4525
ENSG00000165792,1.6471,1.9767,2.6834,1.0899,1.7526,2.4694,1.5978,2.1437,1.4483,2.1375,1.9027,1.7765,1.7657,2.8153
ENSG00000165794,0.0061,0.0041,0.0005,0.0297,0.0022,0.0005,0.012,0.0095,0.001,0.0003,0.0004,0.0004,0.0003,0.0004
ENSG00000165795,35.461,16.312,16.9254,20.2184,16.4312,24.0147,49.1134,19.0241,22.3686,26.5945,26.4387,43.8958,28.0202,18.5081
ENSG00000165799,0.0038,0.0048,0.0193,0.0086,0.0003,0.048,0.0054,0.0003,0.0003,0.0003,0.0019,0.0004,0.0024,0.0004
ENSG00000165801,1.6116,1.1563,2.5339,0.7866,1.0608,2.2187,1.9527,1.7628,1.2283,1.892,1.1042,1.9608,1.3452,1.9787
ENSG00000165802,3.2796,2.0934,1.2879,1.4206,2.0523,1.1458,5.015,1.5158,5.5708,1.0194,0.8694,3.1157,1.6663,1.3374
ENSG00000165804,0.5905,0.312,0.5024,0.4655,0.2799,0.7502,0.7501,0.2753,0.7109,0.3641,0.1273,0.4121,0.4592,0.252
ENSG00000165805,2.0114,3.1691,3.7747,3.6483,3.0879,3.7516,1.4889,2.6493,1.6679,3.1704,3.2559,3.0264,2.7787,3.8621
ENSG00000165806,1.204,0.2171,0.9748,3.4579,0.5267,0.5574,3.463,0.2833,1.1752,0.4305,0.1737,0.5469,1.2006,0.1715
ENSG00000165807,0.3016,0.1408,0.1003,0.232,0.1548,0.167,0.0236,0.1643,0.056,0.1399,0.2117,0.233,0.2101,0.226
ENSG00000165810,0.5583,1.4178,1.4551,3.3157,0.8527,1.5232,1.224,0.595,0.5723,0.9619,0.7392,1.8238,0.643,0.9158
ENSG00000165813,4.8162,5.0807,4.6416,5.021,5.0814,5.7221,4.4426,4.67,5.066,4.7112,4.824,4.6799,4.6795,6.2358
ENSG00000165816,0.3243,0.4735,0.5083,1.5646,0.4471,1.0316,0.6146,0.5505,0.4818,0.5552,0.3289,0.4642,0.4843,0.7209
ENSG00000165819,2.1803,2.272,3.1373,1.3164,2.0188,2.3122,1.4597,2.4372,1.4764,3.1224,2.6506,1.8384,2.7089,2.8681
ENSG00000165821,1.3201,0.4864,0.2113,0.3587,0.6375,0.3897,1.8247,0.2903,1.0604,0.3734,0.2069,0.8018,0.6999,0.2594
ENSG00000165828,0.0872,0.0847,0.0924,0.1827,0.0705,0.0589,0.0623,0.0886,0.0419,0.0758,0.1095,0.0857,0.067,0.1208
ENSG00000165832,0.7474,0.8591,0.5148,0.5386,0.8497,0.5989,0.5784,0.5869,0.9008,0.5615,0.8375,0.6787,0.6785,0.8057
ENSG00000165837,0.1402,0.1666,0.0038,0.0438,0.0978,0.0016,0.0161,0.0145,0.0532,0.0057,0.0029,0.0181,0.0354,0.0234
ENSG00000165841,0.4128,0.7126,0.5837,0.8808,0.5064,0.5517,0.3731,0.5199,0.3875,0.5297,0.5508,0.6334,0.5202,0.8166
ENSG00000165861,0.594,0.6004,0.8904,0.7108,0.68,0.8173,0.7612,0.7224,0.6863,0.751,0.7805,1.0284,0.8492,0.8736
ENSG00000165863,0.1488,0.2138,0.3121,0.279,0.1613,0.2264,0.1831,0.2007,0.1503,0.1773,0.2339,0.1532,0.2473,0.2814
ENSG00000165868,2.6952,5.8937,3.721,3.305,4.2011,3.8964,2.5007,3.6422,4.7066,3.7119,4.5571,3.0512,4.366,5.1171
ENSG00000165874,0.0987,0.081,0.0567,0.054,0.0837,0.028,0.0554,0.1299,0.0394,0.0937,0.1102,0.1102,0.0617,0.1352
ENSG00000165879,0.1618,0.1606,0.036,0.0622,0.1563,0.0379,0.1162,0.2655,0.2176,0.3687,0.1714,0.2348,0.2423,0.0773
ENSG00000165886,0.4861,0.2083,0.4136,0.4563,0.24,0.6869,0.59,0.3021,0.4033,0.2143,0.2454,0.3337,0.31,0.2391
ENSG00000165887,0.0434,0.028,0.0318,0.0507,0.0265,0.0015,0.1708,0.0082,0.1572,0.0255,0.007,0.0315,0.0384,0.0182
ENSG00000165891,0.1583,0.0436,0.013,0.0966,0.137,0.0035,0.0475,0.0154,0.0815,0.0136,0.0026,0.0214,0.0273,0.0028
ENSG00000165895,1.7684,0.5738,1.2477,1.1303,0.7789,0.7789,2.1081,0.4586,0.7657,0.8431,0.2442,0.9607,0.7229,0.3775
ENSG00000165898,3.0318,1.3775,2.5874,1.43,1.7933,2.5263,1.7716,1.4418,1.382,2.1657,2.2189,1.3989,1.8241,1.7003
