gene,GSM2677508,GSM2677509,GSM2677510,GSM2677511,GSM2677512,GSM2677513,GSM2677514,GSM2677515,GSM2677516,GSM2677517
ENSG00000183629,0.0041,0.0068,0.0102,0.0058,0.0067,0.0009,0.0136,0.0052,0.0011,0.0081
ENSG00000183631,0.0056,0.006,0.0031,0.0036,0.0046,0.0009,0.0082,0.0039,0.0016,0.0132
ENSG00000183632,0.0023,0.0037,0.0034,0.0181,0.0019,0.012,0.0116,0.0219,0.019,0.0292
ENSG00000183638,0.0786,0.0817,0.0434,0.0415,0.0445,0.1241,0.0559,0.0468,0.0875,0.0642
ENSG00000183644,0.1879,0.3264,0.1927,0.131,0.2262,0.2494,0.2065,0.4743,0.245,0.5984
ENSG00000183647,0.1363,0.1403,0.1451,0.1543,0.1393,0.1678,0.1576,0.1647,0.139,0.1383
ENSG00000183648,1.5415,1.5351,1.1118,1.2099,1.264,1.3636,1.1525,1.4359,1.2831,1.4779
ENSG00000183654,0.0952,0.0624,0.0153,0.0574,0.0728,0.0104,0.0404,0.0083,0.0192,0.0985
ENSG00000183655,1.8274,0.6476,0.4122,0.3334,0.4489,0.4181,0.506,0.3794,0.3455,0.3828
ENSG00000183662,0.087,0.0299,0.0257,0.0945,0.042,0.0538,0.0373,0.0171,0.0286,0.1524
ENSG00000183665,0.4686,0.3053,0.44,0.3545,0.4839,0.4767,0.4872,0.3478,0.3872,0.4683
ENSG00000183666,0.4296,0.3128,0.3252,0.3028,0.3058,0.4526,0.4259,0.8162,0.4005,0.5148
ENSG00000183668,0.0006,0.0009,0.0025,0.0034,0.0012,0.009,0.0061,0.005,0.0026,0.0051
ENSG00000183671,0.0239,0.0141,0.0094,0.0128,0.0223,0.0211,0.0183,0.0184,0.0209,0.0228
ENSG00000183682,0.634,0.9765,0.4799,0.7129,0.6915,1.4599,1.158,2.0944,1.6697,0.8436
ENSG00000183684,0.8931,0.7519,1.1554,0.8136,0.6727,0.7617,0.8946,1.1989,0.8785,0.8867
ENSG00000183688,0.5851,0.8583,0.2937,0.2297,0.4246,1.4224,0.2788,0.5004,0.6881,0.3314
ENSG00000183690,0.37,0.2064,0.826,0.4265,0.4225,0.1935,0.4851,0.4976,0.2698,0.6233
ENSG00000183691,0.3324,0.1903,0.0872,0.1263,0.3042,0.1987,0.2103,0.221,0.2035,0.3286
ENSG00000183696,2.1574,1.4798,1.1317,2.259,1.0387,0.9814,1.7233,1.1848,1.1527,1.6761
ENSG00000183704,0.0005,0.0009,0.0004,0.0004,0.0004,0.0009,0.0004,0.0017,0.0005,0.0005
ENSG00000183706,0.0022,0.0009,0.0004,0.0004,0.0004,0.0009,0.0004,0.0006,0.0005,0.0005
ENSG00000183709,0.0005,0.0009,0.0004,0.0004,0.0004,0.0009,0.0004,0.0006,0.0016,0.0005
ENSG00000183715,1.0149,0.2634,0.3199,1.2815,0.7611,0.6452,0.8762,0.7472,0.573,2.7653
ENSG00000183718,2.1778,2.4294,1.7557,1.8429,2.2379,2.5391,2.2162,1.808,1.9766,1.9933
ENSG00000183722,2.8764,3.7084,2.4803,2.3346,2.8495,2.9414,2.3356,3.1698,2.1414,2.3255
ENSG00000183723,5.0344,5.7563,13.1628,7.1621,8.3267,5.8531,10.7766,7.4845,6.422,7.9361
ENSG00000183726,1.9791,2.3961,2.422,2.4717,2.1912,2.6703,2.4805,3.3675,2.7665,2.4003
ENSG00000183733,0.0005,0.0009,0.0031,0.0028,0.0004,0.0028,0.0012,0.0017,0.0016,0.0005
ENSG00000183734,0.026,0.0624,0.0249,0.085,0.1444,0.0576,0.0271,0.0237,0.0327,0.0142
ENSG00000183735,1.2433,1.3298,1.5872,1.4456,1.4861,1.4293,1.3232,1.137,1.1255,1.2593
ENSG00000183741,8.7537,8.9921,9.6284,6.7268,8.1729,9.2639,6.2144,6.2508,10.1556,8.9118
ENSG00000183742,0.1453,0.4629,0.0991,0.109,0.096,0.227,0.1214,0.135,0.1465,0.1158
ENSG00000183747,0.1458,0.2063,0.0941,0.0756,0.1184,0.1953,0.1164,0.0978,0.1281,0.1042
ENSG00000183751,0.9962,0.8259,1.0297,1.0547,0.9421,0.8654,0.94,1.0384,1.1466,0.8313
ENSG00000183760,0.1362,0.1675,0.0797,0.1691,0.1208,0.5955,0.2247,0.4015,0.2653,0.1933
ENSG00000183762,1.382,2.8542,2.508,2.0111,2.0072,1.3456,1.7688,1.3976,1.7121,1.0159
ENSG00000183763,0.0341,0.0436,0.0379,0.0653,0.0487,0.0368,0.0538,0.058,0.0338,0.0838
ENSG00000183765,0.3365,0.4523,0.2955,0.316,0.287,0.3301,0.2126,0.2085,0.2785,0.1509
ENSG00000183770,0.1155,0.2027,0.0772,0.0566,0.1003,0.1633,0.031,0.0768,0.1013,0.0436
ENSG00000183773,1.1638,2.2986,0.6686,0.7472,1.0555,1.1129,1.9035,2.6638,1.2921,2.4895
ENSG00000183775,0.576,0.3068,0.1784,0.4808,0.5559,0.4026,0.3822,0.2994,0.4441,1.0007
ENSG00000183778,0.8635,0.7036,0.7114,0.6206,0.6198,0.2285,0.6587,0.5169,0.6358,1.1237
ENSG00000183779,1.7945,1.7571,1.6783,0.965,2.772,1.6179,1.1749,1.1247,1.2116,0.857
ENSG00000183780,0.2723,0.1326,0.0397,0.2804,0.3349,2.2908,0.2461,0.1939,0.1969,0.3044
ENSG00000183783,0.2682,0.2233,0.0711,0.1594,0.1469,0.505,0.2626,0.5264,0.3621,0.4583
ENSG00000183784,0.2115,0.2772,0.1759,0.1508,0.1306,0.2625,0.1541,0.1802,0.1821,0.1445
ENSG00000183785,0.4547,0.1815,0.1468,0.3856,0.3182,0.1183,0.2577,0.1906,0.1476,0.6907
ENSG00000183793,0.3119,0.2953,0.2288,0.0531,0.1628,0.0342,0.0004,0.3594,0.044,0.1836
ENSG00000183798,0.1484,0.164,0.1337,0.0948,0.18,0.5302,0.1771,0.3334,0.1778,0.2679
ENSG00000183801,0.1851,0.2553,0.1375,0.0933,0.1895,0.4336,0.1491,0.2939,0.2285,0.187
ENSG00000183807,0.0473,0.0573,0.0371,0.051,0.0437,0.1444,0.0412,0.0845,0.0546,0.0524
ENSG00000183808,0.9863,0.9955,1.7849,1.2183,1.0943,0.8515,1.3303,0.8054,0.9175,0.8571
ENSG00000183813,0.1187,0.2861,0.0878,0.1225,0.1064,0.2164,0.0615,0.0795,0.1128,0.0645
ENSG00000183814,0.0819,0.124,0.0781,0.0795,0.1152,0.1104,0.0836,0.1276,0.0639,0.1103
ENSG00000183826,7.6702,14.7807,4.3404,3.8866,5.0583,10.4888,3.7455,4.1663,5.1889,5.5704
ENSG00000183828,0.562,0.6529,0.2928,0.6011,0.6737,0.8245,0.4338,0.7855,0.6239,0.5928
ENSG00000183831,0.337,0.2995,0.3746,0.383,0.3134,0.2064,0.3916,0.4445,0.2427,0.3584
ENSG00000183833,0.9826,1.3203,1.6457,1.383,1.0741,0.8403,1.5347,1.3334,1.0024,2.115
ENSG00000183837,1.6297,0.6324,0.573,1.7059,0.9619,0.4306,1.0862,0.7911,0.8956,3.5594
ENSG00000183840,0.0275,0.0303,0.0095,0.018,0.0293,0.0209,0.0504,0.0195,0.0245,0.0691
ENSG00000183844,0.018,0.0584,0.0139,0.0346,0.0315,0.0146,0.0181,0.0156,0.0281,0.0095
ENSG00000183850,0.0428,0.0151,0.0778,0.0865,0.0393,0.0425,0.0828,0.0712,0.1018,0.1292
ENSG00000183853,2.7007,1.2789,1.3202,1.0557,0.9689,0.9581,0.8012,1.3825,0.945,0.8524
ENSG00000183856,0.0371,0.037,0.0833,0.2804,0.1219,0.0219,0.0263,0.0436,0.0556,0.0181
ENSG00000183864,7.4058,7.6399,11.3736,4.107,5.1283,6.0174,9.3022,8.0589,5.7258,4.8354
ENSG00000183873,0.2244,0.0796,0.1042,0.3413,0.1826,0.084,0.1048,0.1209,0.0836,0.2965
ENSG00000183876,0.0972,0.1052,0.0816,0.0937,0.0653,0.0746,0.1551,0.3894,0.3247,0.1799
ENSG00000183878,0.0354,0.0597,0.0101,0.0139,0.0191,0.0462,0.0209,0.0191,0.0201,0.0151
ENSG00000183888,0.3553,1.1536,0.3608,0.3263,0.6979,1.3774,0.4972,0.6188,0.4427,0.3403
ENSG00000183891,0.1796,0.2062,0.7707,0.4482,0.2276,0.5088,0.3898,0.3861,0.4484,0.3769
ENSG00000183908,0.437,0.1411,0.8993,1.6403,0.473,0.0585,0.5374,0.4965,0.4361,1.0828
ENSG00000183911,0.0046,0.0043,0.0022,0.0044,0.0021,0.0009,0.0027,0.0006,0.0005,0.0025
ENSG00000183914,0.5669,0.5567,0.5914,0.5599,0.7293,0.7453,0.5859,0.6642,0.568,1.2831
ENSG00000183918,0.0218,0.0848,0.0407,0.0321,0.0429,0.0671,0.0246,0.064,0.0502,0.0202
ENSG00000183921,0.0005,0.0009,0.1505,0.0538,0.0004,0.0009,0.0004,0.069,0.0006,0.0005
ENSG00000183929,0.0015,0.0034,0.0105,0.0028,0.0021,0.0009,0.0016,0.0028,0.0057,0.0078
ENSG00000183935,0.13,0.0933,0.064,0.1379,0.104,0.0772,0.1232,0.1223,0.0913,0.2054
ENSG00000183943,3.6983,6.7307,7.522,3.042,6.2301,5.9323,4.2967,2.8624,3.9352,1.9256
ENSG00000183955,1.6289,1.8714,2.122,1.3923,1.8615,2.0451,1.5948,1.909,1.652,1.2069
ENSG00000183960,0.1603,0.3362,0.2237,0.4141,0.1618,0.6919,1.6326,1.2996,1.3876,0.7975
ENSG00000183963,3.3154,3.7192,2.2408,1.772,3.2652,4.0875,1.6945,2.3302,3.1644,1.1826
ENSG00000183971,0.0789,0.047,0.0266,0.0123,0.0678,0.0255,0.0271,0.0304,0.0275,0.0338
ENSG00000183977,0.0206,0.0078,0.0131,0.0218,0.0199,0.0263,0.0239,0.0107,0.024,0.0214
ENSG00000183978,1.2383,1.1026,0.9552,1.0152,1.1251,0.9924,1.0755,1.3557,1.1538,1.1288
ENSG00000183979,0.2049,0.1216,0.0471,0.0946,0.0344,0.0312,0.0663,0.197,0.0456,0.1672
ENSG00000184005,0.5369,1.2019,0.8536,0.8793,0.9406,2.0813,1.2707,1.7868,1.5404,1.0406
ENSG00000184007,8.4203,18.2257,8.8892,9.4957,9.3389,26.4746,14.5998,22.6787,19.0294,16.3598
ENSG00000184009,28.6606,36.1857,107.9317,81.2634,33.166,29.977,43.6278,55.3562,54.9277,43.9593
ENSG00000184012,0.0015,0.0847,0.0057,0.0067,0.0037,0.0028,0.002,0.0105,0.0016,0.0123
ENSG00000184014,5.9101,8.8641,11.5662,9.6575,6.9525,12.6795,10.4227,15.3367,13.7003,11.9628
ENSG00000184022,0.0005,0.0026,0.0004,0.0012,0.0004,0.0009,0.0004,0.0028,0.0026,0.0015
ENSG00000184033,0.0015,0.0009,0.0004,0.0051,0.0004,0.001,0.0004,0.0006,0.0005,0.001
ENSG00000184047,1.8746,1.555,1.9656,1.6229,1.279,1.4709,1.4653,1.8643,1.5184,1.9419
ENSG00000184055,0.0063,0.0034,0.0037,0.0013,0.0004,0.0009,0.0022,0.006,0.0005,0.003
ENSG00000184056,0.3538,0.4673,0.4205,0.644,0.3593,0.4264,0.5997,0.4734,0.5938,0.4527
ENSG00000184058,0.1287,0.4752,0.2306,0.1265,0.1049,0.3046,0.0761,0.2116,0.1969,0.0887
ENSG00000184060,0.3963,0.5995,0.8527,1.1387,1.1301,0.9507,0.7091,0.7629,0.6826,0.4575
ENSG00000184076,1.9771,1.9295,1.9558,1.7583,1.6628,1.5042,1.6269,2.3505,2.1749,2.225
ENSG00000184083,1.1898,1.1079,1.4931,1.2054,1.3862,1.594,1.8091,1.4861,1.7907,1.4462
ENSG00000184100,0.0024,0.0045,0.0022,0.0018,0.0019,0.0084,0.0019,0.0051,0.0044,0.0026
ENSG00000184106,0.0005,0.0026,0.0266,0.0471,0.0054,0.0009,0.0051,0.0017,0.0088,0.0074
ENSG00000184110,6.5064,14.0208,10.895,11.897,6.2802,6.2222,11.7323,14.8026,7.1518,13.2191
ENSG00000184111,0.0005,0.0009,0.0013,0.0004,0.0004,0.0009,0.0004,0.0006,0.0016,0.0005
ENSG00000184113,3.3683,6.0129,3.1617,3.5935,5.5352,9.6136,3.3669,2.7776,5.1398,1.9513
ENSG00000184117,1.6704,1.1142,1.5778,1.9002,1.3748,0.877,1.6008,1.647,1.6987,2.4544
ENSG00000184139,0.0202,0.0052,0.0438,0.0021,0.0022,0.0049,0.0316,0.0182,0.0221,0.0235
ENSG00000184140,0.0005,0.0009,0.0013,0.002,0.0004,0.0009,0.0012,0.0006,0.0005,0.0005
ENSG00000184144,6.3145,27.0177,0.6816,10.3941,9.686,43.8929,36.6793,57.6078,48.2448,27.2232
ENSG00000184154,0.9116,1.2388,1.0645,0.764,0.8633,0.9208,1.0546,1.2539,0.9424,0.9941
ENSG00000184156,2.1913,0.9972,0.7211,3.2552,1.7331,0.9611,1.5658,0.7034,0.5839,3.0821
ENSG00000184160,0.5002,0.4046,0.1714,0.252,0.2883,0.4786,0.1935,0.1552,0.2426,0.2701
ENSG00000184162,0.2854,0.3017,0.3783,0.2983,0.3651,0.3629,0.3086,0.3739,0.3448,0.2328
ENSG00000184163,0.0667,0.0693,0.0685,0.0589,0.0587,0.0765,0.0334,0.0425,0.0514,0.0407
ENSG00000184164,2.7843,2.2013,2.1175,2.1078,1.3951,1.2608,1.714,1.8942,1.5015,1.8948
ENSG00000184166,0.3395,0.4786,0.1907,0.1795,0.3214,0.4708,0.2576,0.2744,0.3361,0.2844
ENSG00000184178,0.3649,0.2712,0.4497,0.5929,0.3931,0.3974,0.5429,0.5606,0.5055,0.5122
ENSG00000184182,1.633,1.2556,1.5164,1.6555,1.5126,1.5656,1.2874,1.4024,1.2672,1.4687
ENSG00000184185,0.1563,0.1648,0.1268,0.1035,0.2714,0.2653,0.1488,0.2707,0.1585,0.1884
ENSG00000184194,1.9302,1.2989,1.6795,1.6393,1.3695,1.1355,1.5742,1.5757,1.3556,2.1281
ENSG00000184203,0.9545,1.1394,1.6089,2.0937,1.2156,1.1836,1.7195,1.934,1.5861,2.3911
ENSG00000184205,21.331,11.3611,7.5102,8.3812,7.3982,7.8617,6.9595,7.0493,5.0951,13.4905
ENSG00000184206,0.5554,0.5505,0.6856,0.7124,0.5526,0.4591,0.5578,0.6202,0.8405,0.9665
ENSG00000184207,1.1669,0.8238,0.8152,0.9165,1.1819,1.3167,0.9873,0.9461,0.8619,0.9455
ENSG00000184208,4.6134,7.7212,4.3418,2.5865,4.2285,10.6975,3.5753,10.3585,5.5625,6.8202
ENSG00000184209,0.9551,1.4279,0.9142,0.6773,0.9264,1.5584,0.942,1.2809,1.1803,1.0617
ENSG00000184210,0.0036,0.0043,0.0144,0.0059,0.0046,0.0009,0.002,0.005,0.0057,0.0015
ENSG00000184216,3.1785,2.7713,4.4344,3.8593,4.1551,3.4332,2.8353,3.0528,2.2882,2.958
ENSG00000184220,1.1246,1.1642,1.0154,0.9645,0.7377,0.9578,0.9343,1.1566,1.096,1.3731
ENSG00000184221,3.8212,4.8529,0.8335,1.4987,3.8761,20.0682,7.4101,10.4615,7.4714,10.6271
ENSG00000184226,7.3298,15.7362,6.8357,5.8707,6.8893,17.5471,14.2103,13.2179,14.4297,10.1006
ENSG00000184227,0.2363,0.0415,0.2134,0.4396,0.2703,0.0542,0.3638,0.1828,0.1528,0.062
ENSG00000184232,0.8262,1.213,0.932,0.7352,0.9303,0.6847,0.9489,1.4623,1.3701,0.5609
ENSG00000184254,0.1257,0.6749,0.1383,0.233,0.1294,0.4125,0.3333,0.3596,0.3974,0.3299
ENSG00000184260,0.0095,0.0258,0.0379,0.0145,0.0111,0.0172,0.0102,0.0693,0.0304,0.011
ENSG00000184261,0.7048,0.6801,0.1304,0.3714,0.6719,1.9548,0.3309,0.6501,1.2858,0.5975
ENSG00000184270,0.0015,0.0009,0.0075,0.0044,0.0021,0.0009,0.0044,0.0106,0.0016,0.0025
ENSG00000184271,1.6431,1.3451,2.7897,1.795,1.6567,1.6426,1.9631,1.5577,1.6999,1.8959
ENSG00000184276,0.0005,0.0026,0.0004,0.002,0.0004,0.0009,0.0035,0.0006,0.0005,0.0015
ENSG00000184277,2.7596,1.8464,1.6597,2.0247,2.6996,2.0338,1.9178,1.5519,1.5417,2.2698
ENSG00000184281,1.062,1.0736,1.1083,0.7187,0.9323,0.9902,0.7297,0.8014,0.8629,0.5691
ENSG00000184292,0.0025,2.7879,0.1165,0.0494,0.0096,0.0142,0.0239,0.0271,0.0452,0.023
ENSG00000184293,0.0209,0.0111,0.0222,0.0312,0.022,0.0444,0.0067,0.0061,0.0078,0.0054
ENSG00000184302,1.0386,0.3721,0.6547,0.4822,0.8641,0.2558,0.7541,0.6898,0.7403,1.0965
ENSG00000184303,0.0005,0.0009,0.0004,0.0038,0.0103,0.0036,0.0004,0.0006,0.0024,0.0114
ENSG00000184304,0.9707,0.6596,1.1321,0.6871,0.9357,0.5222,0.8436,0.6778,0.5398,0.7857
ENSG00000184305,0.1186,0.0796,0.0598,0.0969,0.0836,0.0953,0.0985,0.0801,0.0847,0.1691
ENSG00000184307,0.3932,0.278,0.189,0.381,0.3141,0.1784,0.2678,0.1508,0.2475,0.4575
ENSG00000184313,1.1204,1.0128,1.1656,1.1242,0.9126,1.1107,1.511,1.4466,1.6617,1.5444
ENSG00000184319,0.527,0.4327,0.4702,0.4949,0.6355,0.6484,0.5204,0.8161,0.6388,0.6594
ENSG00000184321,0.0015,0.0026,0.0031,0.002,0.0046,0.0009,0.0012,0.0028,0.0078,0.0025
ENSG00000184330,0.0029,0.0026,0.0035,0.0004,0.0031,0.0009,0.002,0.0006,0.0026,0.0005
ENSG00000184343,0.5486,0.825,0.3193,0.3006,0.5183,1.3926,0.7653,0.9559,0.8447,0.5973
ENSG00000184344,0.0015,0.0009,0.0004,0.0004,0.0004,0.0028,0.0004,0.0006,0.0005,0.0005
ENSG00000184345,0.0005,0.0009,0.0013,0.0004,0.0004,0.0009,0.0004,0.0006,0.0005,0.0005
ENSG00000184347,1.6686,1.6677,1.3137,2.0694,1.9383,1.4034,1.3645,1.8282,1.4781,3.0787
ENSG00000184349,1.9354,1.3384,0.7148,0.897,0.8386,0.738,0.7685,0.8422,0.6733,1.9274
ENSG00000184350,0.1623,0.0847,0.0598,0.0779,0.1236,0.0387,0.0828,0.0922,0.2426,0.1407
ENSG00000184357,0.0015,0.0009,0.0048,0.0067,0.0012,0.0009,0.002,0.0028,0.0005,0.0015
ENSG00000184361,0.0213,0.0078,0.0049,0.0084,0.0038,0.0107,0.006,0.0017,0.0058,0.0025
ENSG00000184363,0.028,0.2985,0.031,0.0265,0.0112,0.0028,0.0122,0.0193,0.0223,0.0505
ENSG00000184368,2.3689,2.3567,0.4968,1.4528,1.7061,1.7453,0.9417,0.6655,0.706,2.7169
ENSG00000184371,3.52,3.1027,5.0145,2.8056,3.7638,3.5104,4.3773,4.1761,5.9866,2.4532
ENSG00000184374,0.0097,0.0163,0.0065,0.0123,0.0046,0.0123,0.0059,0.0105,0.0026,0.0289
ENSG00000184378,0.6865,0.0915,0.1967,0.0621,0.0528,0.0293,0.0467,0.0458,0.066,0.0348
ENSG00000184381,1.9831,2.3436,2.5877,1.9797,2.0593,1.8042,3.175,2.9969,3.1304,2.1539
ENSG00000184384,1.9427,1.8007,5.442,2.2221,2.4745,1.1995,2.9063,1.9098,1.5365,1.9876
ENSG00000184388,0.408,0.1692,0.1129,0.4641,0.3172,0.1389,0.2531,0.1512,0.2542,0.6418
ENSG00000184389,0.0066,0.0009,0.0057,0.0115,0.0071,0.0198,0.0075,0.0072,0.0016,0.0074
ENSG00000184402,1.5183,1.4117,1.6744,1.8435,1.5187,1.5138,1.7566,1.3918,1.68,1.643
ENSG00000184408,0.7842,0.2352,0.5107,0.706,0.6186,0.4616,0.6732,0.3364,0.3455,1.2661
ENSG00000184414,0.7754,1.0321,0.1534,0.1784,0.2873,1.4416,0.1425,0.4249,0.3735,0.3428
ENSG00000184423,0.0016,0.0094,0.0004,0.0019,0.0004,0.0059,0.0004,0.0006,0.0005,0.0005
ENSG00000184428,0.6,0.5791,0.4977,0.5027,0.6294,0.824,0.5759,0.7992,0.7351,0.8671
ENSG00000184432,3.8723,3.5459,5.7507,4.2802,3.9774,3.4245,4.6004,3.9854,3.6401,3.657
ENSG00000184434,0.1029,0.1844,0.0973,0.0552,0.09,0.1581,0.0571,0.0872,0.0682,0.0644
ENSG00000184436,0.9399,0.8477,1.0001,0.7306,0.8125,0.6957,0.7462,0.9969,1.0063,0.8788
ENSG00000184445,0.384,0.4572,0.6594,0.6056,0.4288,0.3838,0.4836,0.4372,0.4375,0.3098
ENSG00000184451,0.3212,0.3648,0.2241,0.2227,0.3533,0.3398,0.2225,0.2788,0.346,0.2701
ENSG00000184454,0.232,0.3468,0.1522,0.2199,0.2808,0.3563,0.1791,0.1399,0.4805,0.1619
ENSG00000184459,0.0056,0.0009,0.0022,0.002,0.0021,0.0028,0.0012,0.0006,0.0016,0.0093
ENSG00000184465,0.8587,1.1454,1.4417,1.0891,1.1746,0.9733,1.4632,0.8876,1.1097,1.0505
ENSG00000184470,0.7391,0.7506,0.7239,0.7964,0.8145,0.6829,0.6866,0.6789,0.7428,0.6434
ENSG00000184471,0.0616,0.0351,0.3555,0.0945,0.0279,0.0198,0.0663,0.0834,0.0473,0.0858
ENSG00000184478,0.0036,0.0009,0.0004,0.0004,0.0004,0.0009,0.0004,0.0006,0.0005,0.0015
ENSG00000184481,3.8253,7.6348,3.2568,1.9947,3.906,10.263,3.8489,5.0222,4.4851,3.8962
ENSG00000184486,0.9219,1.1694,2.1795,1.0064,1.7346,1.7868,3.0701,1.5995,1.3029,1.7665
ENSG00000184489,0.5703,1.5775,1.4658,1.3627,0.6524,0.8684,0.7596,1.0245,2.7299,0.6764
ENSG00000184492,0.101,0.0616,0.0155,0.0154,0.0587,0.0304,0.0238,0.0107,0.0105,0.0242
ENSG00000184497,0.5389,0.5383,0.3461,0.4578,0.7862,0.719,0.2793,0.2306,0.3294,0.1614
ENSG00000184500,1.3674,1.261,2.8816,2.7364,1.2368,0.8426,1.4356,1.5391,1.3374,1.29
ENSG00000184502,0.0209,0.0094,0.0118,0.0083,0.022,0.0085,0.0043,0.0006,0.014,0.0093
ENSG00000184507,0.0056,0.0077,0.0031,0.0028,0.0137,0.0047,0.0035,0.0017,0.0026,0.0044
ENSG00000184508,0.3399,0.4166,0.5356,0.497,0.4931,0.4147,0.5937,0.6691,0.7943,0.6182
ENSG00000184515,2.0574,1.6125,0.4776,1.2052,1.1528,1.3602,0.9849,0.6578,0.9357,2.0846
ENSG00000184517,0.3384,0.3003,0.5081,0.3228,0.3865,0.438,0.4236,0.3789,0.4234,0.3907
ENSG00000184523,0.0191,0.0226,0.0194,0.0362,0.0131,0.0146,0.0237,0.019,0.0271,0.0123
ENSG00000184524,3.409,3.1472,1.6413,2.4164,2.935,1.7774,2.2599,2.7003,2.4434,4.1119
ENSG00000184530,0.0025,0.0026,0.0065,0.002,0.0004,0.0028,0.0035,0.0017,0.0005,0.0025
ENSG00000184544,0.0036,0.0043,0.0013,0.0028,0.0037,0.0028,0.009,0.0006,0.0057,0.0034
ENSG00000184545,1.1837,0.1363,0.4234,0.603,0.8376,0.0977,0.5999,0.2668,0.1337,1.2081
ENSG00000184557,5.5158,4.7109,4.932,6.8465,1.33,3.5594,3.1298,4.6423,4.934,0.375
ENSG00000184560,0.002,0.0034,0.0044,0.002,0.0017,0.0009,0.0008,0.0022,0.0031,0.0029
ENSG00000184564,0.0636,0.2524,0.0109,0.0518,0.0478,0.0802,0.0499,0.0249,0.0286,0.127
ENSG00000184571,0.0282,0.0337,0.0149,0.0109,0.0172,0.0429,0.0141,0.0142,0.0121,0.0196
ENSG00000184574,0.3008,0.2216,0.5753,1.0929,0.7018,0.6862,0.6842,0.4755,0.545,0.2838
ENSG00000184575,4.7392,3.5616,11.0904,4.276,5.3299,3.8913,5.0669,4.1807,4.2915,4.0973
ENSG00000184584,0.6916,1.0214,0.7312,1.1959,0.5918,1.0616,0.6416,0.9178,0.6334,0.4966
ENSG00000184588,2.1653,2.391,4.5766,5.883,2.3559,4.3032,4.5665,3.8933,4.1298,4.3178
ENSG00000184599,0.0188,0.0043,0.01,0.0075,0.0171,0.0085,0.0075,0.0271,0.0088,0.0093
ENSG00000184601,0.0102,0.0034,0.0026,0.0095,0.0087,0.0057,0.0114,0.0453,0.0068,0.0549
ENSG00000184602,5.0661,4.1282,8.9669,5.0888,5.6571,4.0756,6.1987,6.6752,5.0632,4.6601
ENSG00000184611,0.0433,0.0269,0.0118,0.0371,0.022,0.0204,0.0184,0.014,0.0078,0.0498
ENSG00000184612,0.0243,0.0034,0.0032,0.0051,0.0026,0.003,0.0021,0.0018,0.0028,0.0037
ENSG00000184613,2.9714,1.3388,3.7296,3.3198,3.3943,0.6975,2.6438,1.7879,1.4604,3.8296
ENSG00000184616,0.038,0.049,0.0552,0.059,0.066,0.0461,0.0504,0.0323,0.0573,0.1083
ENSG00000184617,0.0107,0.006,0.0144,0.0131,0.0071,0.0028,0.0177,0.005,0.0119,0.0064
ENSG00000184619,0.585,0.6377,0.523,0.4205,0.5661,0.6935,0.6818,0.44,0.5061,0.5159
ENSG00000184634,3.0075,2.5564,4.2274,2.8383,2.3989,2.4692,3.1156,2.755,2.7266,2.2795
ENSG00000184635,0.1399,0.1852,0.1288,0.1893,0.1688,0.1732,0.1528,0.1606,0.1339,0.1592
ENSG00000184640,9.1318,10.5095,18.5996,12.7209,7.3331,5.9849,7.9745,11.3917,9.1137,9.0613
ENSG00000184647,0.0072,0.019,0.0355,0.0039,0.0031,0.021,0.0107,0.0152,0.0105,0.0302
ENSG00000184650,0.0005,0.0026,0.0013,0.0004,0.0012,0.0009,0.0004,0.0006,0.0026,0.0005
ENSG00000184659,0.0089,0.0009,0.0004,0.0075,0.0133,0.0372,0.0229,0.0064,0.012,0.0277
ENSG00000184661,0.0178,0.0128,0.0205,0.0202,0.0354,0.0066,0.0161,0.0138,0.0109,0.0083
ENSG00000184669,0.1169,0.0999,0.1031,0.0508,0.1155,0.0886,0.0988,0.1218,0.0709,0.1155
ENSG00000184672,1.0946,0.408,0.2351,0.9695,0.5795,0.1954,0.3851,0.2756,0.2042,1.7778
ENSG00000184675,0.5259,0.3126,0.5276,0.3637,0.4401,0.3238,0.4248,0.3143,0.3284,0.4249
ENSG00000184677,2.8644,2.175,2.1184,1.3062,2.3278,2.4918,2.2673,1.8128,1.8273,1.9979
ENSG00000184678,1.375,2.2139,2.8101,1.6487,3.5345,1.8697,1.7401,2.0972,3.341,1.1846
ENSG00000184697,0.0168,0.0043,0.0022,0.0046,0.0091,0.0085,0.007,0.0018,0.0028,0.0038
ENSG00000184698,0.0762,0.1082,0.0244,0.0337,0.0485,0.1196,0.034,0.0501,0.0582,0.0415
ENSG00000184702,3.5268,2.2238,3.2805,2.8766,2.5175,1.6874,2.291,1.9088,2.2588,3.7266
ENSG00000184708,1.5367,1.8557,2.7173,1.8497,1.8533,2.1238,2.0516,2.0921,1.8536,2.1646
ENSG00000184709,0.0241,0.0273,0.005,0.009,0.0287,0.0255,0.004,0.004,0.0021,0.0111
ENSG00000184716,0.0005,0.01,0.0137,0.0124,0.0044,0.0009,0.0408,0.0184,0.0253,0.026
ENSG00000184719,0.2244,0.1719,0.1601,0.1958,0.1926,0.1067,0.2014,0.2314,0.2229,0.2818
ENSG00000184730,0.307,0.3331,0.4597,0.3491,0.5376,0.7504,0.3585,0.3407,0.1659,0.1669
ENSG00000184731,0.2617,0.2301,0.6619,0.4519,0.1879,0.13,0.2435,0.1597,0.229,0.2018
